movieId,title,year,runtime,posterUrl,boxOffice,imdbRating,imdbVotes
15,Cutthroat Island (1995),1995.0,124.0,"https://m.media-amazon.com/images/M/MV5BZTQ3OWY2NTctOTAyNS00MThjLTgyZjEtNzgzZGNiZDNhODUyXkEyXkFqcGc@._V1_SY150_CR0,0,101,150_.jpg",,5.7,31720.0
16,Casino (1995),1995.0,178.0,"https://m.media-amazon.com/images/M/MV5BMDRlZWZjZjYtYzY2NS00ZWVjLTkwYzAtZTA2ZDAzMGRiYmYwXkEyXkFqcGc@._V1_SX101_CR0,0,101,150_.jpg",,8.2,587326.0
17,Sense and Sensibility (1995),1995.0,136.0,"https://m.media-amazon.com/images/M/MV5BY2MyZWJhNjktMWQ2My00OTgwLWI1NjEtYjUzM2M2N2M4Mzc4XkEyXkFqcGc@._V1_SY150_CR0,0,101,150_.jpg",135000000.0,7.7,130616.0
18,Four Rooms (1995),1995.0,98.0,"https://m.media-amazon.com/images/M/MV5BMmNlMjE5YTEtZTU1My00MDc1LTgwNzctNTZlYmJmNTM3ZjYzXkEyXkFqcGc@._V1_SY150_CR2,0,101,150_.jpg",,6.7,113676.0
19,Ace Ventura: When Nature Calls (1995),1995.0,90.0,"https://m.media-amazon.com/images/M/MV5BMjk3ZDUwYTMtYmQyYy00NTg1LWExOTItNTcxODM3NDZiNjMyXkEyXkFqcGc@._V1_SX101_CR0,0,101,150_.jpg",212385533.0,6.4,240721.0
20,Money Train (1995),1995.0,110.0,"https://m.media-amazon.com/images/M/MV5BZGIzODJmMGYtMzY2My00ZGJkLTg1YzMtNmY2ZTVlYmI5YzYyXkEyXkFqcGc@._V1_SX101_CR0,0,101,150_.jpg",77224232.0,5.7,44153.0
21,Get Shorty (1995),1995.0,105.0,"https://m.media-amazon.com/images/M/MV5BMjAwODYzNDY4Ml5BMl5BanBnXkFtZTcwODkwNTgzNA@@._V1_SX101_CR0,0,101,150_.jpg",115101622.0,6.9,92894.0
22,Copycat (1995),1995.0,123.0,"https://m.media-amazon.com/images/M/MV5BY2ZiODRlYWMtOGViYS00ZTNiLTlkMGQtZTAxY2IyMDAzYzU2XkEyXkFqcGc@._V1_SX101_CR0,0,101,150_.jpg",,6.6,69231.0
23,Assassins (1995),1995.0,133.0,"https://m.media-amazon.com/images/M/MV5BYjRmZDUzZTctMzkyMi00ZDY1LTk2MDgtMDI0MTM4ZTYzOWI4XkEyXkFqcGc@._V1_SX101_CR0,0,101,150_.jpg",83306268.0,6.3,90015.0
24,Powder (1995),1995.0,111.0,"https://m.media-amazon.com/images/M/MV5BYzBmZjgyNWQtOWYzNS00NTg2LWJjZDktYzE4YTMzMjNiZWVkXkEyXkFqcGc@._V1_SX101_CR0,0,101,150_.jpg",,6.6,33568.0
25,Leaving Las Vegas (1995),1995.0,111.0,"https://m.media-amazon.com/images/M/MV5BNDg3MDM5NTI0MF5BMl5BanBnXkFtZTcwNDY0NDk0NA@@._V1_SX101_CR0,0,101,150_.jpg",49846151.0,7.5,139775.0
26,Othello (1995),1995.0,123.0,"https://m.media-amazon.com/images/M/MV5BMzJkMzdmMjMtOGVmNC00NTI4LWJjNTMtNGE4ZGMzYjU1ZDk5XkEyXkFqcGc@._V1_SY150_CR0,0,101,150_.jpg",,6.8,10385.0
27,Now and Then (1995),1995.0,102.0,"https://m.media-amazon.com/images/M/MV5BZjg1Zjg4NjItNDk1My00ZTEwLWJkZjMtOGZiNmE2OTQ1NTI4XkEyXkFqcGc@._V1_SX101_CR0,0,101,150_.jpg",,6.8,33598.0
28,Persuasion (1995),1995.0,103.0,"https://m.media-amazon.com/images/M/MV5BOGM1Mjk1Y2EtMDBiMy00MDAxLWI0NmEtNzExYjM4NDVmZDZjXkEyXkFqcGc@._V1_SY150_CR0,0,101,150_.jpg",,7.6,11873.0
29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",1995.0,112.0,"https://m.media-amazon.com/images/M/MV5BMTc5YWUxOGUtYWQ2OC00ZTMyLWI5MTktNjNkZjNmZTA1OWYyXkEyXkFqcGc@._V1_SY150_CR0,0,101,150_.jpg",,7.5,73061.0
30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),1995.0,108.0,"https://m.media-amazon.com/images/M/MV5BMjExNzU2NDctYTQ4My00MmFkLTljN2UtN2MzYWQ1NTFiNDEyXkEyXkFqcGc@._V1_SX101_CR0,0,101,150_.jpg",,7.1,6172.0
31,Dangerous Minds (1995),1995.0,99.0,"https://m.media-amazon.com/images/M/MV5BODc5ZDI2ZDYtYjZiMy00MzZjLWEwNWUtNTljNDEwYWQ3YjQ5XkEyXkFqcGc@._V1_SY150_CR0,0,101,150_.jpg",179519401.0,6.5,58827.0
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),1995.0,129.0,"https://m.media-amazon.com/images/M/MV5BMDQwNDY0M2MtOGFmNy00ZjI5LTkzN2ItMzg5M2IwZTZjY2MyXkEyXkFqcGc@._V1_SX101_CR0,0,101,150_.jpg",168839459.0,8.0,661551.0
34,Babe (1995),1995.0,91.0,"https://m.media-amazon.com/images/M/MV5BODYxZWZiMTgtMjJhOC00OTE1LTk0MmQtMGFiOGY3ZTAwZGRjXkEyXkFqcGc@._V1_SX101_CR0,0,101,150_.jpg",254134910.0,6.9,137967.0
36,Dead Man Walking (1995),1995.0,122.0,"https://m.media-amazon.com/images/M/MV5BMTM3NzA1MjM2N15BMl5BanBnXkFtZTcwMzY3MTMzNA@@._V1_SX101_CR0,0,101,150_.jpg",83088295.0,7.5,104353.0
38,It Takes Two (1995),1995.0,101.0,"https://m.media-amazon.com/images/M/MV5BMTQ3YTE5NmItNTRjNC00NjdlLTgwNmYtNDRkNmJiZjZiNGE3XkEyXkFqcGc@._V1_SX101_CR0,0,101,150_.jpg",,6.0,25990.0
39,Clueless (1995),1995.0,97.0,"https://m.media-amazon.com/images/M/MV5BMTgwYjQ1NDktOTcwNi00MWZhLTliYWQtZDg5NjZhY2U5ZTNlXkEyXkFqcGc@._V1_SX101_CR0,0,101,150_.jpg",20700000.0,6.9,260327.0
40,"Cry, the Beloved Country (1995)",1995.0,106.0,"https://m.media-amazon.com/images/M/MV5BZjQ1M2Y2ZTgtN2U3OS00YTUxLTgwZmUtNjk1YTdjYTdmYWQzXkEyXkFqcGc@._V1_SX101_CR0,0,101,150_.jpg",,6.8,2152.0
41,Richard III (1995),1995.0,104.0,"https://m.media-amazon.com/images/M/MV5BMWZjODNlYzAtNWIxZC00ZWRkLWFlMjctZGVlMDYxZTU1MGM1XkEyXkFqcGc@._V1_SY150_CR0,0,101,150_.jpg",,7.3,15933.0
42,Dead Presidents (1995),1995.0,119.0,"https://m.media-amazon.com/images/M/MV5BNTUzZTczZGItNjY4My00YTIyLTgyODYtNjFmNDY2ZWJlNTlmXkEyXkFqcGc@._V1_SY150_CR0,0,101,150_.jpg",,6.9,25370.0
43,Restoration (1995),1995.0,117.0,"https://m.media-amazon.com/images/M/MV5BOWZjM2NjM2EtMDkyNi00ODFiLWIwMTktM2JmMzUxODQ3YmRlXkEyXkFqcGc@._V1_SX101_CR0,0,101,150_.jpg",,6.6,10132.0
44,Mortal Kombat (1995),1995.0,101.0,"https://m.media-amazon.com/images/M/MV5BNjQyYjJjMzEtZTYzYy00ZjFmLTlkNTktNDI5ZjIwNTAxOWE0XkEyXkFqcGc@._V1_SX101_CR0,0,101,150_.jpg",122195920.0,5.8,127405.0
45,To Die For (1995),1995.0,106.0,"https://m.media-amazon.com/images/M/MV5BZWJlODViYTUtMzY3MS00ZDRlLTkzODQtMDdiOTBiN2E0MDA5XkEyXkFqcGc@._V1_SX101_CR0,0,101,150_.jpg",,6.8,56149.0
46,How to Make an American Quilt (1995),1995.0,117.0,"https://m.media-amazon.com/images/M/MV5BZjJhNDc5MDItNGQ3My00ODgxLWE0ZTEtZDYwMmUwNzRmMDZiXkEyXkFqcGc@._V1_SX101_CR0,0,101,150_.jpg",41174130.0,6.3,12781.0
47,Seven (a.k.a. Se7en) (1995),1995.0,127.0,"https://m.media-amazon.com/images/M/MV5BY2IzNzMxZjctZjUxZi00YzAxLTk3ZjMtODFjODdhMDU5NDM1XkEyXkFqcGc@._V1_SX101_CR0,0,101,150_.jpg",327311859.0,8.6,1892145.0
48,Pocahontas (1995),1995.0,81.0,"https://m.media-amazon.com/images/M/MV5BY2ZlNTUxM2MtYmJhYS00Y2E5LTlmYTItZDhlNWJmMmRiYTYzXkEyXkFqcGc@._V1_SX101_CR0,0,101,150_.jpg",346079773.0,6.7,209411.0
49,When Night Is Falling (1995),1995.0,94.0,"https://m.media-amazon.com/images/M/MV5BZjMxMDYyNjItYjAwYi00NmExLWFiOTEtZWYzOGUzNmY3NmI2XkEyXkFqcGc@._V1_SY150_CR1,0,101,150_.jpg",,6.5,7667.0
50,"Usual Suspects, The (1995)",1995.0,106.0,"https://m.media-amazon.com/images/M/MV5BOTE5MDUxZDUtZWZmZC00NDVmLWFhOGQtNWI2YTc4NzY3MGQ0XkEyXkFqcGc@._V1_SX101_CR0,0,101,150_.jpg",43600000.0,8.5,1182755.0
52,Mighty Aphrodite (1995),1995.0,95.0,"https://m.media-amazon.com/images/M/MV5BNGY4MWQ2Y2QtMzliZC00NTc3LWJmMGYtMzUxYWI0YTFhYTY4XkEyXkFqcGc@._V1_SX101_CR0,0,101,150_.jpg",,7.0,43734.0
53,Lamerica (1994),1994.0,116.0,"https://m.media-amazon.com/images/M/MV5BMzgzODMwMWMtY2RhMi00OGEwLWFmNjktZmMxMTI1MzUzMTk1XkEyXkFqcGc@._V1_SY150_CR0,0,101,150_.jpg",4788331.0,7.4,2428.0
54,"Big Green, The (1995)",1995.0,100.0,"https://m.media-amazon.com/images/M/MV5BNzk0YTczMGQtNjc3Yi00ZmY4LTljYTctMTRkNjlmNDBkYmEwXkEyXkFqcGc@._V1_SX101_CR0,0,101,150_.jpg",,5.5,11378.0
55,Georgia (1995),1995.0,115.0,"https://m.media-amazon.com/images/M/MV5BZDk3YzZjMjItZjYzYi00YjMyLWI0ZDctYmQzZDFlMjViNDAzXkEyXkFqcGc@._V1_SY150_CR0,0,101,150_.jpg",,6.5,3407.0
57,Home for the Holidays (1995),1995.0,103.0,"https://m.media-amazon.com/images/M/MV5BMDI1ZmZhMDQtMDZkMC00M2VlLWJjZDMtYmEyMWRiMDIwZGJiXkEyXkFqcGc@._V1_SY150_CR0,0,101,150_.jpg",,6.6,15380.0
58,"Postman, The (Postino, Il) (1994)",1994.0,108.0,"https://m.media-amazon.com/images/M/MV5BMTE1OTJkMmEtZDBmNC00ZTBiLWEwYTQtODEzNGU2OTAxZmU5XkEyXkFqcGc@._V1_SY150_CR2,0,101,150_.jpg",54900000.0,7.8,40090.0
60,"Indian in the Cupboard, The (1995)",1995.0,96.0,"https://m.media-amazon.com/images/M/MV5BNmIzNTIzYTEtYWM5Zi00NmRiLTk4NzYtYTRiZmI0OWZkYjBhXkEyXkFqcGc@._V1_SY150_CR0,0,101,150_.jpg",,6.0,31968.0
61,Eye for an Eye (1996),1996.0,101.0,"https://m.media-amazon.com/images/M/MV5BYzg3MDc5ZWEtMTc3Ny00YWEzLTlmMTgtMjk3NGJjMmNjOTYyXkEyXkFqcGc@._V1_SY150_CR0,0,101,150_.jpg",53192700.0,6.2,20094.0
62,Mr. Holland's Opus (1995),1995.0,144.0,"https://m.media-amazon.com/images/M/MV5BZGJkOTFkYjEtNzg5Zi00NWIyLTkyN2QtMDExNjk1NTg1NTQ1XkEyXkFqcGc@._V1_SX101_CR0,0,101,150_.jpg",106269971.0,7.3,42873.0
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),1996.0,89.0,"https://m.media-amazon.com/images/M/MV5BZGM0NTAyMWEtNDBjNi00MjkwLWFhM2UtNDExNmVmMzEzNzExXkEyXkFqcGc@._V1_SX101_CR0,0,101,150_.jpg",,6.5,64149.0
64,Two if by Sea (1996),1996.0,96.0,"https://m.media-amazon.com/images/M/MV5BYzRjYWVlNzEtZDRhMS00OGExLTk1MGEtOWU0NjRkM2ViNmYyXkEyXkFqcGc@._V1_SY150_CR0,0,101,150_.jpg",,5.3,6526.0
65,Bio-Dome (1996),1996.0,88.0,"https://m.media-amazon.com/images/M/MV5BNGMxNGI5YWEtNzI5Yi00ZmY0LTk2NWQtMjk3MTRlNGZmMmQ1XkEyXkFqcGc@._V1_SX101_CR0,0,101,150_.jpg",,4.4,30584.0
66,Lawnmower Man 2: Beyond Cyberspace (1996),1996.0,93.0,"https://m.media-amazon.com/images/M/MV5BMjkxZDdlMTQtZGZlZC00ZWNiLWFiYmYtY2JlODgwMTE1YTY3XkEyXkFqcGc@._V1_SX101_CR0,0,101,150_.jpg",,2.6,10529.0
68,French Twist (Gazon maudit) (1995),1995.0,104.0,"https://m.media-amazon.com/images/M/MV5BMTY2ZDdlY2YtYzdkNi00MzcxLTgxYjMtMmQ1ZjMyNTBmYTU0XkEyXkFqcGc@._V1_SY150_CR0,0,101,150_.jpg",,6.4,5475.0
69,Friday (1995),1995.0,91.0,"https://m.media-amazon.com/images/M/MV5BMWI3MmM2MTItN2MxZS00Y2NhLWE5ZWEtMzU3YWNiNmU3NmFmXkEyXkFqcGc@._V1_SX101_CR0,0,101,150_.jpg",28215918.0,7.2,129764.0
70,From Dusk Till Dawn (1996),1996.0,108.0,"https://m.media-amazon.com/images/M/MV5BZGNjMWMwNWEtYTQ2YS00N2E5LTg5ZWYtMDgzM2UxMTE1ZTE4XkEyXkFqcGc@._V1_SX101_CR0,0,101,150_.jpg",33500000.0,7.2,352535.0
71,Fair Game (1995),1995.0,91.0,"https://m.media-amazon.com/images/M/MV5BMDc2MzAxOTktYWQ3Yy00NzJhLWFkNmQtN2QzMDFmMWYyODUxXkEyXkFqcGc@._V1_SX101_CR0,0,101,150_.jpg",26134477.0,4.4,14248.0
72,Kicking and Screaming (1995),1995.0,96.0,"https://m.media-amazon.com/images/M/MV5BNDY3NjUyODMtMGY5OS00M2Q1LTllOGItZGQ0YTFiNjhhNDZiXkEyXkFqcGc@._V1_SY150_CR0,0,101,150_.jpg",,6.7,15621.0
73,"Misérables, Les (1995)",1995.0,175.0,"https://m.media-amazon.com/images/M/MV5BNmYyZjA0YmEtNGU5Ni00YzVjLWJkMTAtZmU0NGI2Y2Y3ODQwXkEyXkFqcGc@._V1_SY150_CR4,0,101,150_.jpg",,7.4,4239.0
74,Bed of Roses (1996),1996.0,87.0,"https://m.media-amazon.com/images/M/MV5BZTE2NjhiZDYtNDRjNS00NDY4LWI3ZmMtMWQyY2FlMmIxYzRlXkEyXkFqcGc@._V1_SX101_CR0,0,101,150_.jpg",,6.1,8996.0
75,Big Bully (1996),1996.0,90.0,"https://m.media-amazon.com/images/M/MV5BYTFmNTI5MGItMGMxZi00NjM2LWE0ZTUtMzQyMmVlOWMwZTJkXkEyXkFqcGc@._V1_SX101_CR0,0,101,150_.jpg",,4.8,5681.0
76,Screamers (1995),1995.0,108.0,"https://m.media-amazon.com/images/M/MV5BMmVkMjcwMjktOGY2MC00ZGFkLWI1NWQtYTJjNTk2N2U0NWZmXkEyXkFqcGc@._V1_SY150_CR0,0,101,150_.jpg",,6.3,30481.0
77,Nico Icon (1995),1995.0,70.0,"https://m.media-amazon.com/images/M/MV5BNTY2MDM2NzcyM15BMl5BanBnXkFtZTcwMjk3MzcyMQ@@._V1_SY150_CR0,0,101,150_.jpg",,7.2,767.0
78,"Crossing Guard, The (1995)",1995.0,111.0,"https://m.media-amazon.com/images/M/MV5BNGNjMTcxNzgtM2JiYS00MDc0LWEwYmItOTY1M2JkMzc5MDE4XkEyXkFqcGc@._V1_SY150_CR0,0,101,150_.jpg",,6.3,14893.0
79,"Juror, The (1996)",1996.0,118.0,"https://m.media-amazon.com/images/M/MV5BNDVjZDlkZWMtZjg3Mi00OTc3LWI2YmYtMjYyZmVjZDRjN2E0XkEyXkFqcGc@._V1_SY150_CR0,0,101,150_.jpg",63054725.0,5.7,21058.0
80,"White Balloon, The (Badkonake sefid) (1995)",1995.0,85.0,"https://m.media-amazon.com/images/M/MV5BM2E0OGRkOGQtMzhiOC00NDUxLThjMzYtNTM4ZTNhYWU1NmQ1XkEyXkFqcGc@._V1_SY150_CR5,0,101,150_.jpg",,7.6,8490.0
81,Things to Do in Denver When You're Dead (1995),1995.0,115.0,"https://m.media-amazon.com/images/M/MV5BMDEzMzQ0YTctYTg0Ny00Y2MxLWE1ZjAtNzQwMjVmNWQxZTIwXkEyXkFqcGc@._V1_SX101_CR0,0,101,150_.jpg",,6.7,30459.0
82,Antonia's Line (Antonia) (1995),1995.0,102.0,"https://m.media-amazon.com/images/M/MV5BYzAxYmM1YzQtNDhmOS00N2UxLTljNTctOGE0ZDI3NWIxMTYwXkEyXkFqcGc@._V1_SY150_CR1,0,101,150_.jpg",,7.4,9685.0
83,Once Upon a Time... When We Were Colored (1995),1995.0,115.0,"https://m.media-amazon.com/images/M/MV5BYzlkNWFlYTQtMjFiMi00ZmViLTk2MjEtNTUwZjE3MzY1M2ZkXkEyXkFqcGc@._V1_SY150_CR0,0,101,150_.jpg",,7.4,576.0
85,Angels and Insects (1995),1995.0,116.0,"https://m.media-amazon.com/images/M/MV5BZjZkYTk4ZjEtMWRmNi00MzM5LThlNTItZThhNzFlMzc1NDIwXkEyXkFqcGc@._V1_SY150_CR1,0,101,150_.jpg",,6.8,4949.0
86,White Squall (1996),1996.0,129.0,"https://m.media-amazon.com/images/M/MV5BMGMwMzFjMjUtZTE4Yi00ZGQwLWFmMDItYzljOTc3YjUzZGI3XkEyXkFqcGc@._V1_SY150_CR0,0,101,150_.jpg",,6.6,26315.0
87,Dunston Checks In (1996),1996.0,88.0,"https://m.media-amazon.com/images/M/MV5BYTkxZDlkNGUtNzFhMC00MWNkLTg4ZmMtMDFhZjNkOWQ1ZDdhXkEyXkFqcGc@._V1_SX101_CR0,0,101,150_.jpg",,5.4,13775.0
88,Black Sheep (1996),1996.0,87.0,"https://m.media-amazon.com/images/M/MV5BOTYyMWE0MDUtMjkwZi00ZDNiLTg0MjUtZWQ5ZjMxNzA1N2ZjXkEyXkFqcGc@._V1_SX101_CR0,0,101,150_.jpg",,6.2,44612.0
89,Nick of Time (1995),1995.0,90.0,"https://m.media-amazon.com/images/M/MV5BM2JhN2NmYmQtNmE3OS00ZTE0LWI1YWUtMDY1YmRkY2QyNGExXkEyXkFqcGc@._V1_SY150_CR1,0,101,150_.jpg",,6.3,46095.0
92,Mary Reilly (1996),1996.0,108.0,"https://m.media-amazon.com/images/M/MV5BZmNhMzlkYTUtZWUyYS00MGZlLTkwMmMtYTA3MWNkMTA3MjdlXkEyXkFqcGc@._V1_SX101_CR0,0,101,150_.jpg",12379402.0,5.8,16209.0
93,Vampire in Brooklyn (1995),1995.0,100.0,"https://m.media-amazon.com/images/M/MV5BZTk1ZGQ4ZTUtMmQxZS00ODcxLTk3YjUtZDA0MWVhZWMyNGJmXkEyXkFqcGc@._V1_SX101_CR0,0,101,150_.jpg",28051736.0,4.7,25890.0
94,Beautiful Girls (1996),1996.0,112.0,"https://m.media-amazon.com/images/M/MV5BZDJkZjZlY2UtZWY2ZC00NGIzLWI2N2MtMDNlNGVkMzM5NjVlXkEyXkFqcGc@._V1_SY150_CR1,0,101,150_.jpg",,7.1,35487.0
95,Broken Arrow (1996),1996.0,108.0,"https://m.media-amazon.com/images/M/MV5BMjkxMzA5ZWMtZWU0MS00MTBhLWFjNzItYWI2ZGU4YjE2MTc4XkEyXkFqcGc@._V1_SY150_CR0,0,101,150_.jpg",150270147.0,6.1,107628.0
96,In the Bleak Midwinter (1995),1995.0,99.0,"https://m.media-amazon.com/images/M/MV5BZmQwM2Q0MDItYjBiMC00ZDYzLWJlZDUtZmE5ZmNkMmUzM2NmXkEyXkFqcGc@._V1_SX101_CR0,0,101,150_.jpg",,7.2,2835.0
97,"Hate (Haine, La) (1995)",1995.0,98.0,"https://m.media-amazon.com/images/M/MV5BMThlMDA3NDYtZGM2Zi00NmJhLThlYWItZjViZTkzZWU1ZWRiXkEyXkFqcGc@._V1_SX101_CR0,0,101,150_.jpg",,8.1,209191.0
99,Heidi Fleiss: Hollywood Madam (1995),1995.0,106.0,"https://m.media-amazon.com/images/M/MV5BMTc4NDc5NzQzNF5BMl5BanBnXkFtZTcwMDUyODkxMQ@@._V1_SY150_CR3,0,101,150_.jpg",,6.6,845.0
100,City Hall (1996),1996.0,111.0,"https://m.media-amazon.com/images/M/MV5BMTJhMTUwYzMtOTZmYy00ZDkyLThmM2QtNTdjOTgxNDI1OWZkXkEyXkFqcGc@._V1_SY150_CR0,0,101,150_.jpg",13100000.0,6.2,23201.0
101,Bottle Rocket (1996),1996.0,91.0,"https://m.media-amazon.com/images/M/MV5BNDlmNWY5NmMtZDNiMS00YjQ1LTg5NmItZmE5ZWEwNDg2MzhjXkEyXkFqcGc@._V1_SY150_CR0,0,101,150_.jpg",,6.9,85530.0
102,Mr. Wrong (1996),1996.0,96.0,"https://m.media-amazon.com/images/M/MV5BZDIzYjkzZmEtZTdmMS00NWYxLWFhODgtM2FlMWVkYTdmYTI3XkEyXkFqcGc@._V1_SX101_CR0,0,101,150_.jpg",,3.8,5468.0
103,Unforgettable (1996),1996.0,117.0,"https://m.media-amazon.com/images/M/MV5BMjQxODM0MjY2Nl5BMl5BanBnXkFtZTgwOTkwMDcyMTI@._V1_SY150_CR0,0,101,150_.jpg",,6.0,6191.0
104,Happy Gilmore (1996),1996.0,92.0,https://m.media-amazon.com/images/M/MV5BMzMyZTM1MTMtNDdjOS00NzIzLTkxY2QtZTU4OGYxOTUwNDMxXkEyXkFqcGc@._V1_SY150_SX101_.jpg,,7.0,260387.0
105,"Bridges of Madison County, The (1995)",1995.0,135.0,"https://m.media-amazon.com/images/M/MV5BODBlMjVmOGYtZjY0Mi00MDgzLWE3MDYtNDk5ZmE1OGNkMGZjXkEyXkFqcGc@._V1_SY150_CR5,0,101,150_.jpg",182016617.0,7.6,92357.0
106,Nobody Loves Me (Keiner liebt mich) (1994),1994.0,104.0,"https://m.media-amazon.com/images/M/MV5BMTM1NzQ2NjQ3Ml5BMl5BanBnXkFtZTcwNzg5NjYxMQ@@._V1_SY150_CR2,0,101,150_.jpg",,7.1,1265.0
107,Muppet Treasure Island (1996),1996.0,99.0,"https://m.media-amazon.com/images/M/MV5BZmE3MmM4NTYtM2JhYS00ZjIwLWExOTItOTI3YjI4ZDQ2NjBhXkEyXkFqcGc@._V1_SX101_CR0,0,101,150_.jpg",4259710.0,6.9,27737.0
108,Catwalk (1996),1996.0,95.0,"https://m.media-amazon.com/images/M/MV5BMTYxNzk1NjMxN15BMl5BanBnXkFtZTcwNjk0ODkxMQ@@._V1_SX101_CR0,0,101,150_.jpg",,7.0,383.0
110,Braveheart (1995),1995.0,178.0,"https://m.media-amazon.com/images/M/MV5BNGMxZDBhNGQtYTZlNi00N2UzLWI4NDEtNmUzNWM2NTdmZDA0XkEyXkFqcGc@._V1_SY150_CR0,0,101,150_.jpg",210409945.0,8.3,1123341.0
111,Taxi Driver (1976),1976.0,114.0,"https://m.media-amazon.com/images/M/MV5BZDNhMGYwM2UtMTdlZS00MGQ1LWI2YzAtODY5YWI1MjYyNzRmXkEyXkFqcGc@._V1_SX101_CR0,0,101,150_.jpg",28447834.0,8.2,969741.0
112,Rumble in the Bronx (Hont faan kui) (1995),1995.0,104.0,"https://m.media-amazon.com/images/M/MV5BNWUxMDcyZTMtYzJjMi00Y2Q1LWE3NWMtNTRiNGQxZTljYjE2XkEyXkFqcGc@._V1_SX101_CR0,0,101,150_.jpg",39748899.0,6.8,47413.0
113,Before and After (1996),1996.0,108.0,"https://m.media-amazon.com/images/M/MV5BMTQxMGYzZWMtODdhNy00MDYxLTg2Y2MtZjBlNzMyYWY1ZTA4XkEyXkFqcGc@._V1_SY150_CR0,0,101,150_.jpg",,6.1,10759.0
