uniqueId,movieId,genreId
167,80,3
168,80,7
169,81,9
170,81,7
171,81,6
172,82,4
173,82,7
174,83,7
175,83,6
176,85,7
177,85,6
178,86,8
179,86,1
180,86,7
181,87,3
182,87,4
183,88,4
184,89,8
185,89,10
186,92,7
187,92,11
188,92,10
189,93,4
190,93,11
191,93,6
192,94,4
193,94,7
194,94,6
195,95,8
196,95,1
197,95,10
198,96,4
199,96,7
200,97,9
201,97,7
202,99,16
203,100,7
204,100,10
205,101,1
206,101,4
207,101,9
208,101,6
209,102,4
210,103,12
211,103,13
212,103,10
213,104,4
214,105,7
215,105,6
216,106,4
217,106,7
218,107,1
219,107,3
220,107,4
221,107,15
222,108,16
223,110,8
224,110,7
225,110,14
226,111,9
227,111,7
228,111,10
229,112,8
230,112,1
231,112,4
232,112,9
233,113,7
234,113,12
235,116,16
236,117,9
237,117,7
238,118,4
239,118,6
240,119,4
241,121,7
242,122,4
243,122,6
244,123,7
245,123,12
246,123,6
247,125,4
248,126,1
249,126,3
250,126,5
251,128,16
252,129,4
253,129,6
254,132,10
255,135,4
256,137,16
257,140,7
258,140,6
259,141,4
260,144,4
261,145,8
262,145,4
263,145,9
264,145,7
265,145,10
266,146,1
267,146,3
268,147,7
269,148,7
270,149,9
271,149,7
272,149,10
273,150,1
274,150,7
275,150,17
276,151,8
277,151,7
278,151,6
279,151,14
280,152,7
281,152,11
282,153,8
283,153,1
284,153,4
285,153,9
286,154,7
287,155,1
288,155,7
289,155,14
290,156,4
291,156,7
292,157,4
293,157,14
294,158,1
295,158,3
296,159,9
297,159,7
298,159,12
299,160,8
300,160,1
301,160,12
302,160,13
303,161,7
304,161,10
305,161,14
306,162,16
307,163,8
308,163,6
309,163,18
310,164,9
311,164,19
312,164,12
313,164,10
314,165,8
315,165,9
316,165,10
317,166,4
318,166,9
319,166,7
320,168,8
321,168,7
322,168,6
323,169,1
324,169,3
325,169,7
326,170,8
327,170,1
328,170,9
329,170,10
330,171,4
331,171,7
332,172,8
333,172,13
334,172,10
335,173,8
336,173,9
337,173,13
338,174,4
339,175,7
340,176,4
341,177,11
342,178,4
343,178,7
344,179,7
345,179,6
346,180,4
347,180,6
348,181,8
349,181,3
350,183,4
351,183,11
352,183,10
353,184,7
354,185,8
355,185,9
356,185,10
357,186,4
358,186,6
359,187,4
360,188,5
361,188,11
362,188,12
363,189,4
364,189,5
365,190,10
366,191,7
367,191,6
368,193,7
369,194,4
370,194,7
371,195,4
372,195,7
373,195,6
374,196,11
375,196,13
376,198,8
377,198,9
378,198,7
379,198,12
380,198,13
381,198,10
382,199,7
383,199,15
384,199,6
385,201,7
386,201,5
387,202,7
388,202,6
389,203,4
390,204,8
391,205,4
392,205,7
393,206,16
394,207,7
395,207,6
396,208,8
397,208,1
398,208,13
399,209,7
400,210,18
401,211,7
402,212,1
403,212,4
404,212,9
405,212,12
406,213,7
407,214,7
408,214,14
409,215,7
410,215,6
411,216,4
412,217,7
413,217,10
414,218,4
415,218,7
416,219,7
417,220,11
418,222,7
419,222,6
420,223,4
421,224,4
422,224,7
423,224,6
424,225,7
425,225,10
426,227,8
427,227,10
428,228,4
429,229,7
430,229,10
431,230,7
432,230,10
433,231,1
434,231,4
435,232,4
436,232,7
437,232,6
438,233,7
439,234,4
440,235,4
441,235,7
442,236,8
443,236,4
444,236,6
445,237,4
446,237,6
447,238,1
448,238,3
449,239,2
450,239,3
451,239,4
452,239,6
453,240,10
454,241,3
455,241,7
456,242,7
457,242,15
458,243,3
459,243,4
460,243,5
461,246,16
462,247,9
463,247,7
464,248,4
465,249,7
466,249,6
467,250,3
468,250,4
469,251,8
470,252,4
471,252,6
472,253,7
473,253,11
474,254,7
475,255,4
476,256,4
477,256,13
478,257,12
479,257,10
480,258,1
481,258,3
482,258,4
483,258,5
484,258,6
485,259,9
486,259,7
487,259,10
488,260,8
489,260,1
490,260,13
491,261,7
492,262,3
493,262,7
494,263,7
495,265,7
496,265,5
497,265,6
498,266,7
499,266,6
500,266,14
501,266,18
502,267,4
503,269,7
504,270,7
505,270,6
506,271,7
507,272,4
508,272,7
509,273,7
510,273,11
511,273,13
512,274,4
513,275,4
514,276,4
515,276,6
516,277,7
517,278,4
518,279,7
519,280,7
520,280,10
521,281,4
522,281,7
523,281,6
524,282,7
525,283,9
526,283,7
527,284,8
528,284,9
529,285,7
530,285,11
531,287,4
532,287,6
533,288,8
534,288,9
535,288,10
536,289,4
537,289,6
538,290,9
539,290,7
540,291,7
541,291,10
542,292,8
543,292,7
544,292,13
545,292,10
546,293,8
547,293,9
548,293,7
549,293,10
550,294,4
551,294,6
552,295,4
553,295,6
554,296,4
555,296,9
556,296,7
557,296,10
558,298,7
559,299,7
560,300,7
561,301,7
562,301,6
563,302,7
564,302,6
565,303,8
566,303,10
567,303,18
568,304,4
569,304,7
570,305,4
571,306,7
572,307,7
573,308,4
574,308,7
575,310,4
576,311,11
577,311,10
578,312,4
579,313,2
580,313,3
581,314,3
582,314,7
583,314,5
584,314,12
585,315,8
586,315,7
587,315,10
588,316,8
589,316,1
590,316,13
591,317,4
592,317,7
593,317,5
594,318,9
595,318,7
596,319,4
597,319,7
598,319,10
599,320,19
600,320,10
601,321,7
602,322,4
603,322,7
604,324,4
605,324,7
606,325,4
607,326,7
608,327,8
609,327,4
610,327,13
611,328,11
612,328,10
613,329,1
614,329,7
615,329,13
616,330,8
617,330,9
618,330,11
619,331,7
620,332,11
621,332,13
622,333,4
623,334,7
624,335,12
625,335,10
626,336,7
627,336,14
628,337,7
629,338,8
630,338,13
631,338,10
632,339,4
633,339,6
634,340,1
635,340,7
636,340,14
637,341,7
638,342,4
639,343,3
640,344,4
641,345,4
642,345,7
643,346,7
644,346,15
645,347,7
646,347,19
647,347,6
648,348,4
649,349,8
650,349,9
651,349,7
652,349,10
653,350,7
654,350,12
655,350,10
656,351,4
657,351,7
658,351,6
659,352,4
660,352,7
661,353,8
662,353,9
663,353,5
664,353,10
665,354,7
666,355,3
667,355,4
668,355,5
669,356,4
670,356,7
671,356,6
672,356,14
673,357,4
674,357,6
675,358,7
676,359,4
677,359,7
678,359,6
679,360,8
680,360,4
681,361,4
682,361,7
683,361,6
684,362,1
685,362,3
686,362,6
687,363,16
688,364,1
689,364,2
690,364,3
691,364,7
692,364,15
693,364,17
694,365,7
695,366,7
696,366,11
697,366,12
698,366,10
699,367,8
700,367,4
701,367,9
702,367,5
703,368,1
704,368,4
705,368,18
706,369,7
707,370,8
708,370,4
709,371,4
710,371,7
711,372,4
712,372,7
713,372,6
714,373,10
715,374,3
716,374,4
717,376,8
718,376,10
719,377,8
720,377,6
721,377,10
722,378,4
723,378,6
724,379,8
725,379,13
726,379,10
727,380,8
728,380,1
729,380,4
730,380,6
731,380,10
732,381,7
733,381,6
734,382,7
735,382,11
736,382,6
737,382,10
738,383,18
739,384,8
740,384,9
741,384,7
742,385,7
743,386,7
744,387,8
745,387,4
746,388,7
747,389,7
748,389,6
749,389,14
750,390,8
751,390,9
752,390,7
753,391,9
754,391,7
755,393,8
756,393,1
757,393,5
758,405,8
759,405,5
760,406,7
761,407,11
762,407,10
763,408,7
764,409,9
765,409,7
766,410,3
767,410,4
768,410,5
769,412,7
770,413,4
771,414,4
772,415,4
773,415,10
774,416,18
775,417,4
776,417,6
777,418,7
778,419,4
779,420,8
780,420,4
781,420,9
782,420,10
783,421,1
784,421,3
785,421,7
786,422,10
787,423,8
788,423,10
789,424,7
790,425,7
791,425,6
792,426,11
793,426,13
794,426,10
795,427,7
796,427,12
797,427,6
798,427,10
799,428,7
800,429,4
801,430,4
802,430,7
803,431,9
804,431,7
805,432,1
806,432,4
807,432,18
808,433,4
809,434,8
810,434,1
811,434,10
812,435,4
813,435,13
814,436,7
815,436,10
816,437,4
817,438,8
818,438,4
819,438,7
820,440,4
821,440,6
822,441,4
823,442,8
824,442,1
825,442,13
826,444,4
827,444,6
828,445,4
829,446,7
830,446,6
831,448,7
832,449,4
833,450,4
834,450,7
835,451,7
836,451,12
837,451,6
838,452,7
839,453,4
840,453,6
841,454,7
842,454,10
843,455,1
844,455,3
845,455,7
846,456,9
847,456,7
848,456,10
849,457,10
850,458,7
851,458,18
852,459,8
853,459,1
854,459,9
855,459,7
856,459,6
857,459,10
858,460,4
859,461,7
860,461,6
861,464,8
862,464,1
863,464,9
864,464,10
865,466,8
866,466,4
867,466,14
868,467,4
869,468,4
870,468,6
871,469,7
872,469,6
873,470,4
874,471,4
875,472,4
876,472,7
877,473,4
878,473,14
879,474,8
880,474,10
881,475,7
882,476,4
883,476,7
884,477,7
885,477,15
886,478,4
887,478,9
888,478,7
889,479,8
890,479,9
891,479,10
892,480,8
893,480,1
894,480,13
895,480,10
896,481,7
897,481,10
898,482,9
899,482,7
900,482,10
901,484,1
902,484,3
903,485,8
904,485,1
905,485,4
906,485,5
907,486,4
908,487,4
909,487,18
910,488,7
911,488,6
912,489,4
913,490,10
914,491,7
915,492,4
916,492,12
917,493,8
918,493,9
919,493,7
920,494,8
921,494,1
922,494,10
923,495,7
924,496,4
925,496,7
926,496,6
927,496,10
928,497,4
929,497,6
930,499,4
931,499,6
932,500,4
933,500,7
934,501,7
935,502,8
936,502,3
937,502,6
938,504,8
939,504,7
940,504,13
941,505,4
942,506,7
943,506,5
944,506,6
945,507,9
946,507,7
947,507,10
948,508,7
949,509,7
950,509,6
951,510,7
952,511,8
953,511,7
954,512,11
955,512,13
956,513,4
957,513,12
958,513,6
959,514,4
960,515,7
961,515,6
962,516,4
963,516,7
964,517,8
965,517,7
966,517,12
967,518,4
968,519,8
969,519,9
970,519,7
971,519,13
972,519,10
973,520,4
974,521,9
975,521,10
976,522,8
977,522,7
978,523,7
979,524,7
980,526,7
981,527,7
982,527,14
983,528,4
984,528,7
985,529,7
986,531,3
987,531,7
988,532,4
989,532,9
990,532,11
991,533,8
992,533,1
993,533,5
994,533,12
995,534,7
996,534,6
997,535,7
998,536,7
999,537,7
1000,538,7
1001,539,4
1002,539,7
1003,539,6
1004,540,10
1005,541,8
1006,541,13
1007,541,10
1008,542,4
1009,542,7
1010,542,6
1011,543,4
1012,543,6
1013,543,10
1014,544,8
1015,544,9
1016,546,8
1017,546,1
1018,546,3
1019,546,4
1020,546,5
1021,546,13
1022,547,8
1023,547,1
1024,547,10
1025,548,8
1026,548,12
1027,548,10
1028,549,7
1029,549,15
1030,550,4
1031,550,6
1032,551,2
1033,551,3
1034,551,5
1035,551,15
1036,552,8
1037,552,1
1038,552,4
1039,552,6
1040,553,8
1041,553,7
1042,553,18
1043,555,9
1044,555,10
1045,556,16
1046,558,8
1047,558,1
1048,558,2
1049,558,3
1050,558,5
1051,562,4
1052,562,7
1053,563,7
1054,563,6
1055,564,4
1056,567,4
1057,567,7
1058,568,4
1059,568,7
1060,569,4
1061,569,7
1062,573,7
1063,574,4
1064,574,7
1065,575,3
1066,575,4
1067,577,1
1068,577,3
1069,577,7
1070,579,9
1071,579,10
1072,580,7
1073,581,16
1074,583,4
1075,583,7
1076,585,4
1077,586,3
1078,586,4
1079,587,4
1080,587,7
1081,587,5
1082,587,6
1083,587,10
1084,588,1
1085,588,2
1086,588,3
1087,588,4
1088,588,15
1089,589,8
1090,589,13
1091,590,1
1092,590,7
1093,590,18
1094,592,8
1095,592,9
1096,592,10
1097,593,9
1098,593,11
1099,593,10
1100,594,2
1101,594,3
1102,594,7
1103,594,5
1104,594,15
1105,595,2
1106,595,3
1107,595,5
1108,595,15
1109,595,6
1110,595,17
1111,596,2
1112,596,3
1113,596,5
1114,596,15
1115,597,4
1116,597,6
1117,599,1
1118,599,18
1119,600,8
1120,600,4
1121,600,9
1122,602,16
1123,605,7
1124,605,6
1125,606,5
1126,606,11
1127,608,4
1128,608,9
1129,608,7
1130,608,10
1131,609,1
1132,609,3
1133,610,8
1134,610,1
1135,610,2
1136,610,11
1137,610,13
1138,611,8
1139,611,11
1140,611,13
1141,612,4
1142,613,7
1143,613,6
1144,615,4
1145,615,7
1146,616,2
1147,616,3
1148,617,4
1149,617,7
1150,618,4
1151,618,6
1152,619,4
1153,626,4
1154,627,7
1155,627,10
1156,628,9
1157,628,7
1158,628,12
1159,628,10
1160,631,1
1161,631,2
1162,631,3
1163,631,5
1164,631,15
1165,631,6
1166,632,7
1167,632,14
1168,633,4
1169,634,4
1170,635,4
1171,635,7
1172,636,7
1173,637,4
1174,638,6
1175,639,4
1176,639,7
1177,640,7
1178,640,10
1179,645,7
1180,647,8
1181,647,9
1182,647,7
1183,647,14
1184,648,8
1185,648,1
1186,648,12
1187,648,10
1188,649,4
1189,649,7
1190,650,7
1191,653,8
1192,653,1
1193,653,5
1194,656,4
1195,661,1
1196,661,2
1197,661,3
1198,661,5
1199,661,15
1200,662,10
1201,663,4
1202,665,4
1203,665,7
1204,665,14
1205,667,8
1206,668,7
1207,670,7
1208,671,4
1209,671,13
1210,673,1
1211,673,2
1212,673,3
1213,673,4
1214,673,5
1215,673,13
1216,674,1
1217,674,4
1218,674,13
1219,678,7
1220,678,10
1221,679,7
1222,680,7
1223,680,12
1224,680,6
1225,680,13
1226,680,10
1227,685,7
1228,688,8
1229,688,1
1230,688,4
1231,688,14
1232,691,4
1233,691,6
1234,692,8
1235,692,13
1236,692,10
1237,694,8
1238,694,9
1239,694,7
1240,695,12
1241,695,10
1242,697,7
1243,697,6
1244,698,7
1245,700,4
1246,703,7
1247,704,8
1248,704,1
1249,706,7
1250,707,9
1251,707,7
1252,707,10
1253,708,4
1254,708,6
1255,709,1
1256,709,2
1257,709,3
1258,709,4
1259,709,15
1260,710,4
1261,711,1
1262,711,3
1263,714,7
1264,714,12
1265,714,18
1266,715,7
1267,715,6
1268,718,4
1269,718,5
1270,718,13
1271,719,4
1272,720,1
1273,720,2
1274,720,4
1275,722,16
1276,724,7
1277,724,5
1278,724,11
1279,724,10
1280,725,4
1281,726,7
1282,728,4
1283,731,9
1284,731,10
1285,733,8
1286,733,1
1287,733,10
1288,735,11
1289,736,8
1290,736,1
1291,736,6
1292,736,10
1293,737,8
1294,737,13
1295,741,2
1296,741,13
1297,742,11
1298,742,10
1299,743,4
1300,745,2
1301,745,3
1302,745,4
1303,747,4
1304,748,8
1305,748,13
1306,748,10
1307,750,4
1308,750,14
1309,757,7
1310,759,16
1311,760,7
1312,760,14
1313,761,8
1314,761,1
1315,762,4
1316,762,9
1317,764,7
1318,764,6
1319,765,4
1320,765,7
1321,766,7
1322,773,7
1323,775,11
1324,775,12
1325,778,4
1326,778,9
1327,778,7
1328,779,7
1329,779,6
1330,780,8
1331,780,1
1332,780,13
1333,780,10
1334,781,7
1335,782,7
1336,782,10
1337,783,2
1338,783,3
1339,783,7
1340,783,15
1341,783,6
1342,784,4
1343,784,10
1344,785,4
1345,786,8
1346,786,7
1347,786,10
1348,788,4
1349,788,5
1350,788,6
1351,788,13
1352,790,7
1353,791,16
1354,795,7
1355,798,8
1356,798,1
1357,798,7
1358,798,10
1359,799,4
1360,799,11
1361,799,10
1362,800,7
1363,800,12
1364,800,18
1365,801,3
1366,801,4
1367,802,7
1368,802,6
1369,803,4
1370,803,7
1371,803,6
1372,804,4
1373,804,6
1374,805,7
1375,805,10
1376,806,9
1377,806,7
1378,808,1
1379,808,3
1380,809,8
1381,809,1
1382,810,3
1383,810,4
1384,810,5
1385,813,4
1386,818,4
1387,823,7
1388,824,7
1389,824,12
1390,828,1
1391,828,3
1392,829,4
1393,829,5
1394,829,15
1395,830,4
1396,832,9
1397,832,10
1398,833,4
1399,835,7
1400,836,8
1401,836,1
1402,836,10
1403,837,3
1404,837,4
1405,837,5
1406,838,4
1407,838,7
1408,838,6
1409,839,8
1410,839,10
1411,840,3
1412,840,4
1413,841,11
1414,842,4
1415,842,11
1416,848,7
1417,849,8
1418,849,1
1419,849,13
1420,849,10
1421,851,7
1422,852,4
1423,852,7
1424,852,6
1425,858,9
1426,858,7
1427,861,8
1428,861,4
1429,861,9
1430,861,10
1431,866,9
1432,866,7
1433,866,6
1434,866,10
1435,867,4
1436,867,9
1437,869,9
1438,869,7
1439,869,15
1440,869,10
1441,870,4
1442,875,8
1443,875,9
1444,875,7
1445,876,8
1446,876,4
1447,876,9
1448,876,10
1449,879,11
1450,879,10
1451,880,13
1452,880,10
1453,881,3
1454,881,4
1455,882,7
1456,882,10
1457,885,3
1458,885,7
1459,885,5
1460,886,8
1461,886,4
1462,886,9
1463,888,1
1464,888,2
1465,888,3
1466,888,15
1467,889,7
1468,889,6
1469,891,11
1470,891,10
1471,892,4
1472,892,7
1473,892,6
1474,893,7
1475,896,7
1476,897,1
1477,897,7
1478,897,6
1479,897,14
1480,898,4
1481,898,7
1482,898,6
1483,899,4
1484,899,15
1485,899,6
1486,900,15
1487,900,6
1488,901,4
1489,901,15
1490,902,7
1491,902,6
1492,903,7
1493,903,12
1494,903,6
1495,903,10
1496,904,12
1497,904,10
1498,905,4
1499,905,6
1500,906,7
1501,906,10
1502,907,4
1503,907,15
1504,907,6
1505,908,8
1506,908,1
1507,908,12
1508,908,6
1509,908,10
1510,909,4
1511,909,7
1512,909,6
1513,910,4
1514,910,9
1515,911,4
1516,911,9
1517,911,12
1518,911,6
1519,911,10
1520,912,7
1521,912,6
1522,913,19
1523,913,12
1524,914,4
1525,914,7
1526,914,15
1527,914,6
1528,915,4
1529,915,6
1530,916,4
1531,916,7
1532,916,6
1533,917,3
1534,917,7
1535,918,15
1536,919,1
1537,919,3
1538,919,5
1539,919,15
1540,920,7
1541,920,6
1542,920,14
1543,921,4
1544,922,7
1545,922,19
1546,922,6
1547,923,7
1548,923,12
1549,924,1
1550,924,7
1551,924,13
1552,926,7
1553,927,4
1554,928,7
1555,928,12
1556,928,6
1557,928,10
1558,929,7
1559,929,19
1560,929,12
1561,929,10
1562,930,19
1563,930,6
1564,930,10
1565,931,12
1566,931,6
1567,931,10
1568,932,7
1569,932,6
1570,933,9
1571,933,12
1572,933,6
1573,933,10
1574,934,4
1575,935,4
1576,935,15
1577,936,4
1578,936,6
1579,937,4
1580,937,6
1581,938,15
1582,940,8
1583,940,1
1584,940,6
1585,941,1
1586,942,9
1587,942,19
1588,942,12
1589,943,7
1590,943,5
1591,943,6
1592,944,7
1593,945,4
1594,945,15
1595,945,6
1596,946,4
1597,946,7
1598,946,14
1599,947,4
1600,947,6
1601,948,7
1602,948,6
1603,948,18
1604,949,7
1605,950,4
1606,950,9
1607,951,4
1608,951,6
1609,952,1
1610,952,4
1611,953,3
1612,953,7
1613,953,5
1614,953,6
1615,954,7
1616,955,4
1617,955,6
1618,956,7
1619,956,6
1620,959,7
1621,961,7
1622,963,15
1623,965,7
1624,965,12
1625,965,10
1626,968,11
1627,968,13
1628,968,10
1629,969,1
1630,969,4
1631,969,6
1632,969,14
1633,970,1
1634,970,4
1635,970,9
1636,970,7
1637,970,6
1638,971,7
1639,973,4
1640,973,7
1641,976,6
1642,976,14
1643,979,7
1644,979,14
1645,981,7
1646,982,7
1647,984,4
1648,984,7
1649,986,1
1650,986,3
1651,987,7
1652,987,6
1653,988,4
1654,988,7
1655,990,8
1656,990,1
1657,990,10
1658,991,7
1659,993,7
1660,994,4
1661,994,7
1662,996,8
1663,996,9
1664,996,7
1665,996,10
1666,998,8
1667,998,9
1668,999,9
1669,999,19
1670,1003,7
1671,1003,10
1672,1004,8
1673,1004,10
1674,1005,3
1675,1005,4
1676,1006,7
1677,1007,3
1678,1007,4
1679,1007,18
1680,1008,1
1681,1008,18
1682,1009,1
1683,1009,3
1684,1009,5
1685,1010,3
1686,1010,4
1687,1011,3
1688,1011,4
1689,1011,5
1690,1011,6
1691,1012,3
1692,1012,7
1693,1013,3
1694,1013,4
1695,1013,6
1696,1014,3
1697,1014,4
1698,1014,7
1699,1015,1
1700,1015,3
1701,1015,7
1702,1016,3
1703,1016,4
1704,1017,1
1705,1017,3
1706,1018,3
1707,1018,4
1708,1018,12
1709,1019,1
1710,1019,7
1711,1019,13
1712,1020,4
1713,1021,3
1714,1021,4
1715,1022,2
1716,1022,3
1717,1022,5
1718,1022,15
1719,1022,6
1720,1023,2
1721,1023,3
1722,1023,15
1723,1024,2
1724,1024,3
1725,1024,15
1726,1025,2
1727,1025,3
1728,1025,5
1729,1025,15
1730,1027,1
1731,1027,7
1732,1028,3
1733,1028,4
1734,1028,5
1735,1028,15
1736,1029,2
1737,1029,3
1738,1029,7
1739,1029,15
1740,1030,1
1741,1030,2
1742,1030,3
1743,1030,15
1744,1031,1
1745,1031,3
1746,1031,15
1747,1032,1
1748,1032,2
1749,1032,3
1750,1032,5
1751,1032,15
1752,1033,2
1753,1033,3
1754,1033,7
1755,1034,4
1756,1034,9
1757,1034,7
1758,1034,10
1759,1035,15
1760,1035,6
1761,1036,8
1762,1036,9
1763,1036,10
1764,1037,8
1765,1037,11
1766,1037,13
1767,1037,10
1768,1040,7
1769,1041,7
1770,1042,4
1771,1042,7
1772,1043,7
1773,1043,6
1774,1046,7
1775,1046,6
1776,1047,8
1777,1047,7
1778,1047,10
1779,1049,8
1780,1049,1
1781,1050,16
1782,1050,7
1783,1051,7
1784,1053,9
1785,1053,7
1786,1053,6
1787,1054,7
1788,1055,10
1789,1056,7
1790,1057,4
1791,1057,15
1792,1057,6
1793,1059,7
1794,1059,6
1795,1060,4
1796,1060,7
1797,1061,10
1798,1064,2
1799,1064,3
1800,1064,4
1801,1064,5
1802,1064,15
1803,1064,6
1804,1066,4
1805,1066,15
1806,1066,6
1807,1068,9
1808,1068,19
1809,1073,3
1810,1073,4
1811,1073,5
1812,1073,15
1813,1076,7
1814,1076,11
1815,1076,10
1816,1077,4
1817,1077,13
1818,1078,4
1819,1078,14
1820,1079,4
1821,1079,9
1822,1080,4
1823,1081,4
1824,1081,15
1825,1081,6
1826,1082,7
1827,1083,4
1828,1083,15
1829,1084,9
1830,1084,7
1831,1085,1
1832,1085,7
1833,1086,9
1834,1086,12
1835,1086,10
1836,1088,7
1837,1088,15
1838,1088,6
1839,1089,9
1840,1089,12
1841,1089,10
1842,1090,7
1843,1090,14
1844,1091,4
1845,1092,9
1846,1092,12
1847,1092,10
1848,1093,7
1849,1094,7
1850,1094,6
1851,1094,10
1852,1095,7
1853,1096,7
1854,1097,3
1855,1097,7
1856,1097,13
1857,1099,3
1858,1099,7
1859,1099,5
1860,1100,8
1861,1100,7
1862,1100,6
1863,1101,8
1864,1101,6
1865,1103,7
1866,1104,7
1867,1105,11
1868,1107,4
1869,1111,16
1870,1112,8
1871,1112,4
1872,1112,7
1873,1114,9
1874,1114,7
1875,1116,7
1876,1117,7
1877,1119,7
1878,1120,4
1879,1120,7
1880,1121,7
1881,1123,16
1882,1124,7
1883,1125,4
1884,1125,9
1885,1126,4
1886,1126,5
1887,1127,8
1888,1127,1
1889,1127,13
1890,1127,10
1891,1128,11
1892,1129,8
1893,1129,1
1894,1129,13
1895,1129,10
1896,1130,11
1897,1130,12
1898,1131,7
1899,1131,12
1900,1132,7
1901,1135,4
1902,1136,1
1903,1136,4
1904,1136,5
1905,1137,6
1906,1140,7
1907,1144,16
1908,1147,16
1909,1148,2
1910,1148,3
1911,1148,4
1912,1148,9
1913,1150,7
1914,1151,2
1915,1151,4
1916,1151,7
1917,1151,5
1918,1156,7
1919,1161,7
1920,1161,14
1921,1162,4
1922,1162,7
1923,1163,7
1924,1167,4
1925,1170,8
1926,1171,4
1927,1172,7
1928,1173,4
1929,1173,7
1930,1175,4
1931,1175,7
1932,1175,6
1933,1176,7
1934,1176,5
1935,1176,6
1936,1177,7
1937,1177,6
1938,1178,7
1939,1178,14
1940,1179,9
1941,1179,7
1942,1179,19
1943,1180,4
1944,1183,7
1945,1183,6
1946,1183,14
1947,1184,4
1948,1184,7
1949,1185,7
1950,1186,7
1951,1187,7
1952,1188,4
1953,1188,6
1954,1189,16
1955,1190,9
1956,1190,7
1957,1190,6
1958,1191,16
1959,1191,15
1960,1192,16
1961,1193,7
1962,1194,4
1963,1196,8
1964,1196,1
1965,1196,13
1966,1197,8
1967,1197,1
1968,1197,4
1969,1197,5
1970,1197,6
1971,1198,8
1972,1198,1
1973,1199,5
1974,1199,13
1975,1200,8
1976,1200,1
1977,1200,11
1978,1200,13
1979,1201,8
1980,1201,1
1981,1201,18
1982,1202,4
1983,1203,7
1984,1204,1
1985,1204,7
1986,1204,14
1987,1206,9
1988,1206,7
1989,1206,13
1990,1206,10
1991,1207,7
1992,1208,8
1993,1208,7
1994,1208,14
1995,1209,8
1996,1209,7
1997,1209,18
1998,1210,8
1999,1210,1
2000,1210,13
2001,1211,7
2002,1211,5
2003,1211,6
2004,1212,19
2005,1212,12
2006,1212,10
2007,1213,9
2008,1213,7
2009,1214,11
2010,1214,13
2011,1215,8
2012,1215,1
2013,1215,4
2014,1215,5
2015,1215,11
2016,1216,1
2017,1216,7
2018,1216,6
2019,1217,7
2020,1217,14
2021,1218,8
2022,1218,9
2023,1218,7
2024,1218,10
2025,1219,9
2026,1219,11
2027,1220,8
2028,1220,4
2029,1220,15
2030,1221,9
2031,1221,7
2032,1222,7
2033,1222,14
2034,1223,1
2035,1223,2
2036,1223,3
2037,1223,4
2038,1223,13
2039,1224,8
2040,1224,7
2041,1224,6
2042,1224,14
2043,1225,7
2044,1226,7
2045,1226,6
2046,1227,9
2047,1227,7
2048,1228,7
2049,1230,4
2050,1230,6
2051,1231,7
2052,1232,7
2053,1232,12
2054,1232,13
2055,1233,8
2056,1233,7
2057,1233,14
2058,1234,4
2059,1234,9
2060,1235,4
2061,1235,7
2062,1235,6
2063,1236,4
2064,1236,7
2065,1236,6
2066,1237,7
2067,1238,4
2068,1240,8
2069,1240,13
2070,1240,10
2071,1241,4
2072,1241,5
2073,1241,11
2074,1242,7
2075,1242,14
2076,1243,4
2077,1243,7
2078,1244,4
2079,1244,7
2080,1244,6
