uniqueId,userId,movieId,tag,timestamp
200,62,59501,Tilda Swinton,2018-05-06 20:13:23
201,62,60074,bad script,2018-05-05 21:01:56
202,62,60074,Charlize Theron,2018-05-05 21:02:01
203,62,60074,Will Smith,2018-05-05 21:01:47
204,62,60126,Anne Hathaway,2018-05-22 15:50:40
205,62,60126,Steve Carell,2018-05-22 15:50:38
206,62,60756,comedy,2018-06-13 23:59:44
207,62,60756,funny,2018-06-13 23:59:41
208,62,60756,will ferrell,2018-06-13 23:59:39
209,62,61024,comedy,2018-06-13 23:56:58
210,62,61024,James Franco,2018-06-13 23:56:54
211,62,61024,Seth Rogen,2018-06-13 23:56:56
212,62,61024,Stoner Movie,2018-06-13 23:56:59
213,62,63992,audience intelligence underestimated,2018-06-13 23:57:17
214,62,63992,boring,2018-06-13 23:57:21
215,62,63992,chick flick,2018-06-13 23:57:27
216,62,63992,overrated,2018-06-13 23:57:20
217,62,63992,Teen movie,2018-06-13 23:57:13
218,62,68848,Adrien Brody,2018-05-25 18:51:45
219,62,68848,con artists,2018-05-25 18:52:00
220,62,68848,funny,2018-05-25 18:52:02
221,62,68848,interesting characters,2018-05-25 18:52:04
222,62,68848,Mark Ruffalo,2018-05-25 18:51:56
223,62,68848,Rachel Weisz,2018-05-25 18:51:51
224,62,71535,Bill Murray,2018-06-23 18:06:38
225,62,71535,dark comedy,2018-06-23 18:06:29
226,62,71535,Emma Stone,2018-06-23 18:06:32
227,62,71535,funny,2018-06-23 18:06:34
228,62,71535,Jesse Eisenberg,2018-06-23 18:06:26
229,62,71535,Woody Harrelson,2018-06-23 18:05:29
230,62,87430,audience intelligence underestimated,2018-05-05 21:19:32
231,62,87430,CGI,2018-05-05 21:19:28
232,62,87430,cheesy,2018-05-05 21:19:30
233,62,87430,comic book,2018-05-05 21:19:24
234,62,87430,DC,2018-05-05 21:19:36
235,62,87430,DC Comics,2018-05-05 21:19:44
236,62,87430,Ryan Reynolds,2018-05-05 21:19:22
237,62,87430,space,2018-05-05 21:19:42
238,62,87430,superhero,2018-05-05 21:19:41
239,62,88405,comedy,2018-05-05 21:14:39
240,62,88405,funny,2018-05-05 21:14:28
241,62,88405,happy ending,2018-05-05 21:14:32
242,62,88405,HOT actress,2018-05-05 21:14:40
243,62,88405,Justin Timberlake,2018-05-05 21:14:33
244,62,88405,Mila Kunis,2018-05-05 21:14:21
245,62,88405,New York City,2018-05-05 21:14:26
246,62,88405,romance,2018-05-05 21:14:43
247,62,88405,sex,2018-05-05 21:14:24
248,62,96861,Istanbul,2018-06-21 20:01:02
249,62,96861,Liam Neeson,2018-06-21 20:00:50
250,62,96861,predictable,2018-06-21 20:01:06
251,62,96861,Turkey,2018-06-21 20:00:56
252,62,96861,unnecessary sequel,2018-06-21 20:01:09
253,62,99114,action,2018-05-11 22:46:32
254,62,99114,Christoph Waltz,2018-05-11 22:46:06
255,62,99114,funny,2018-05-11 22:46:18
256,62,99114,good soundtrack,2018-05-11 22:46:25
257,62,99114,Great performances,2018-05-11 22:46:08
258,62,99114,Humour,2018-05-11 22:46:27
259,62,99114,Leonardo DiCaprio,2018-05-11 22:46:02
260,62,99114,Quentin Tarantino,2018-05-11 22:46:00
261,62,99114,Samuel L. Jackson,2018-05-11 22:46:03
262,62,99114,Soundtrack,2018-05-11 22:46:21
263,62,99114,western,2018-05-11 22:46:13
264,62,103042,Amy Adams,2018-05-05 21:22:08
265,62,103042,superhero,2018-05-05 21:21:59
266,62,104863,daniel radcliffe,2018-06-12 22:52:48
267,62,104863,zoe kazan,2018-06-12 22:52:45
268,62,107348,comedy,2018-06-14 00:10:11
269,62,107348,Steve Carell,2018-06-14 00:10:00
270,62,107348,stupid but funny,2018-06-14 00:10:13
271,62,107348,will ferrell,2018-06-14 00:10:02
272,62,108190,anti-intellectual,2018-05-05 21:14:01
273,62,108190,bad writing,2018-05-05 21:13:55
274,62,108190,dystopia,2018-05-05 21:13:50
275,62,108190,new society,2018-05-05 21:13:52
276,62,108190,plot holes,2018-05-05 21:14:05
277,62,108190,predictable,2018-05-05 21:14:07
278,62,108190,scifi,2018-05-05 21:13:59
279,62,108190,unintelligent,2018-05-05 21:14:03
280,62,111743,Charlize Theron,2018-07-01 18:57:00
281,62,111743,Liam Neeson,2018-07-01 18:57:14
282,62,111743,Seth MacFarlane,2018-07-01 18:56:59
283,62,111743,witty,2018-07-01 18:56:57
284,62,114180,action,2018-05-05 21:07:40
285,62,114180,dystopia,2018-05-05 21:07:30
286,62,114180,plot holes,2018-05-05 21:07:34
287,62,114180,post-apocalyptic,2018-05-05 21:07:38
288,62,114180,survival,2018-05-05 21:07:36
289,62,114180,thriller,2018-05-05 21:07:51
290,62,114180,unexplained,2018-05-05 21:07:53
291,62,114180,weak plot,2018-05-05 21:07:43
292,62,115149,dark hero,2018-06-04 22:44:11
293,62,115149,gun-fu,2018-06-04 22:44:17
294,62,115149,Keanu Reeves,2018-06-04 22:44:04
295,62,115149,Revenge,2018-06-04 22:44:01
296,62,115149,secret society,2018-06-04 22:44:18
297,62,115149,stylish,2018-06-04 22:44:07
298,62,116897,black comedy,2018-06-04 22:54:09
299,62,116897,dark comedy,2018-06-04 22:54:19
300,62,116897,dark humor,2018-06-04 22:54:07
301,62,116897,ironic,2018-06-04 22:54:14
302,62,116897,multiple short stories,2018-06-04 22:54:22
303,62,116897,short stories,2018-06-04 22:54:12
304,62,119141,bromance,2018-05-05 21:19:06
305,62,119141,comedy,2018-05-05 21:18:58
306,62,119141,funny,2018-05-05 21:18:49
307,62,119141,James Franco,2018-05-05 21:18:52
308,62,119141,Seth Rogen,2018-05-05 21:18:47
309,62,122912,comic book,2018-05-11 08:57:03
310,62,122912,Dr. Strange,2018-05-11 08:56:41
311,62,122912,Great villain,2018-05-11 08:57:05
312,62,122912,Guardians of the Galaxy,2018-05-11 08:56:55
313,62,122912,Marvel,2018-05-11 08:56:37
314,62,122912,MCU,2018-05-11 08:56:23
315,62,122912,Robert Downey Jr.,2018-05-11 08:56:31
316,62,122912,Thanos,2018-05-11 08:56:25
317,62,122912,Thor,2018-05-11 08:56:50
318,62,122912,Visually stunning,2018-05-11 08:56:34
319,62,128360,characters,2018-05-11 22:48:30
320,62,128360,Dialogue,2018-05-11 22:48:22
321,62,128360,humor,2018-05-11 22:48:21
322,62,128360,Kurt Russell,2018-05-11 22:48:06
323,62,128360,Quentin Tarantino,2018-05-11 22:47:57
324,62,128360,Samuel L. Jackson,2018-05-11 22:48:03
325,62,128360,tension building,2018-05-11 22:48:00
326,62,128360,violent,2018-05-11 22:48:32
327,62,128360,Western,2018-05-11 22:48:19
328,62,135133,dystopia,2018-05-06 20:11:20
329,62,135133,Jennifer Lawrence,2018-05-06 20:11:24
330,62,135133,love story,2018-05-06 20:11:27
331,62,135133,nonsense,2018-05-06 20:11:28
332,62,135133,politics,2018-05-06 20:11:39
333,62,135133,rebellion,2018-05-06 20:11:23
334,62,135133,revolution,2018-05-06 20:11:21
335,62,135518,Ben Kingsley,2018-07-01 18:56:05
336,62,135518,ethics,2018-07-01 18:55:46
337,62,135518,immortality,2018-07-01 18:55:43
338,62,135518,ryan reynolds,2018-07-01 18:55:52
339,62,135536,Bad story,2018-05-05 21:18:10
340,62,135536,Bad writing,2018-05-05 21:18:04
341,62,135536,Batman,2018-05-05 21:17:57
342,62,135536,Ben Affleck,2018-05-05 21:18:26
343,62,135536,comic book,2018-05-05 21:18:12
344,62,135536,dc comics,2018-05-05 21:18:00
345,62,135536,good soundtrack,2018-05-05 21:18:09
346,62,135536,Harley Quinn,2018-05-05 21:17:59
347,62,135536,Harley Quinn's ass,2018-05-05 21:18:14
348,62,135536,Horrible directing,2018-05-05 21:18:19
349,62,135536,Jared Leto,2018-05-05 21:17:52
350,62,135536,Joker,2018-05-05 21:17:54
351,62,135536,lack of plot,2018-05-05 21:17:49
352,62,135536,Margot Robbie,2018-05-05 21:17:53
353,62,135536,Poor story,2018-05-05 21:18:07
354,62,135536,poorly paced,2018-05-05 21:18:03
355,62,135536,superhero,2018-05-05 21:18:23
356,62,135536,visually appealing,2018-05-05 21:18:29
357,62,135536,Will Smith,2018-05-05 21:17:56
358,62,136864,action,2018-05-05 21:20:42
359,62,136864,batman,2018-05-05 21:20:11
360,62,136864,ben affleck,2018-05-05 21:20:23
361,62,136864,dark,2018-05-05 21:20:27
362,62,136864,dc comics,2018-05-05 21:20:25
363,62,136864,Gal Gadot,2018-05-05 21:20:40
364,62,136864,superhero,2018-05-05 21:20:43
365,62,136864,superman,2018-05-05 21:20:13
366,62,136864,wonderwoman,2018-05-05 21:20:33
367,62,139385,leonardo DiCarpio,2018-05-11 22:50:25
368,62,139385,survival,2018-05-11 22:50:19
369,62,139385,tom hardy,2018-05-11 22:50:29
370,62,139385,visually appealing,2018-05-11 22:50:38
371,62,158966,building a family,2018-05-11 22:05:53
372,62,158966,creative,2018-05-11 22:05:41
373,62,158966,freedom,2018-05-11 22:05:39
374,62,158966,good writing,2018-05-11 22:05:50
375,62,158966,individualism,2018-05-11 22:05:44
376,62,158966,Viggo Mortensen,2018-05-11 22:05:42
377,62,168248,action,2018-06-04 22:44:55
378,62,168248,dark hero,2018-06-04 22:44:51
379,62,168248,gun tactics,2018-06-04 22:44:47
380,62,168248,hitman,2018-06-04 22:44:53
381,62,168248,Keanu Reeves,2018-06-04 22:44:44
382,62,168248,organized crime,2018-06-04 22:44:49
383,62,168248,secret society,2018-06-04 22:44:42
384,62,174053,Dystopia,2018-05-06 20:09:01
385,62,174053,future,2018-05-06 20:09:03
386,62,174053,interesting,2018-05-06 20:09:06
387,62,174053,jon hamm,2018-05-06 20:09:44
388,62,174053,thought provoking,2018-05-06 20:09:04
389,62,179401,Action,2018-06-14 00:02:18
390,62,179401,Comedy,2018-06-14 00:02:14
391,62,179401,Dwayne Johnson,2018-06-14 00:02:20
392,62,179401,funny,2018-06-14 00:02:16
393,62,183611,Comedy,2018-05-13 20:51:29
394,62,183611,funny,2018-05-13 20:51:28
395,62,183611,Rachel McAdams,2018-05-13 20:51:49
396,62,184471,adventure,2018-06-03 11:21:40
397,62,184471,Alicia Vikander,2018-06-03 11:21:54
398,62,184471,video game adaptation,2018-06-03 11:21:38
399,62,187593,Josh Brolin,2018-05-25 18:48:16
400,62,187593,Ryan Reynolds,2018-05-25 18:48:12
401,62,187593,sarcasm,2018-05-25 18:48:10
402,62,187595,Emilia Clarke,2018-06-14 00:02:40
403,62,187595,star wars,2018-06-14 00:02:32
404,63,260,classic,2015-09-25 16:48:18
405,63,260,space action,2015-09-25 16:48:30
406,76,260,action,2015-08-10 00:13:14
407,76,260,sci-fi,2015-08-10 00:13:08
408,103,260,EPIC,2015-05-18 13:05:12
409,103,260,great soundtrack,2015-05-18 13:05:37
410,103,296,good dialogue,2015-05-18 13:09:15
411,103,296,great soundtrack,2015-05-18 13:09:15
412,103,296,non-linear,2015-05-18 13:09:15
413,106,4896,Everything you want is here,2016-07-03 17:29:04
414,106,106489,adventure,2016-07-03 17:29:39
415,112,260,classic sci-fi,2015-09-18 00:21:22
416,112,260,engrossing adventure,2015-09-18 00:21:13
417,112,260,EPIC,2015-09-18 00:21:06
418,119,260,classic,2015-07-03 16:55:30
419,119,260,Nerd,2015-07-03 16:55:20
420,119,101142,animation,2015-07-10 21:17:47
421,119,101142,funny,2015-07-10 21:17:47
422,119,101142,stone age,2015-07-10 21:17:47
423,119,115149,action,2015-07-24 18:39:03
424,119,115149,killer,2015-07-24 18:39:03
425,119,115149,widows/widowers,2015-07-24 18:39:03
426,119,115617,animation,2015-07-03 17:34:50
427,119,115617,kids,2015-07-03 17:34:50
428,119,115617,robots,2015-07-03 17:34:50
429,119,120635,action,2015-08-01 14:28:26
430,119,120635,murder,2015-08-01 14:28:26
431,119,120635,police,2015-08-01 14:28:26
432,125,1726,Kevin Costner,2016-09-21 18:41:57
433,125,1726,Post apocalyptic,2016-09-21 18:42:00
434,125,2387,dark comedy,2016-09-20 14:37:05
435,125,2387,dark humor,2016-09-20 14:37:03
436,125,3052,irreverent,2016-09-23 00:54:32
437,125,3052,jay and silent bob,2016-09-23 00:53:24
438,125,3052,Kevin Smith,2016-09-23 00:53:20
439,125,3052,satire,2016-09-23 00:53:17
440,125,5088,irreverent,2016-09-23 00:56:47
441,125,7022,based on a book,2016-09-20 14:29:09
442,125,7022,bloody,2016-09-20 14:29:15
443,125,7022,brutal,2016-09-20 14:26:52
444,125,7022,controversial,2016-09-20 14:30:12
445,125,7022,dystopia,2016-09-20 14:29:39
446,125,7022,goretastic,2016-09-20 14:29:46
447,125,7022,satire,2016-09-20 14:28:59
448,125,7022,social commentary,2016-09-20 14:29:48
449,125,7022,survival,2016-09-20 14:26:49
450,125,7022,violence,2016-09-20 14:29:05
451,125,7254,alternate reality,2016-09-20 14:24:01
452,125,7254,sci-fi,2016-09-20 14:24:08
453,125,7254,science fiction,2016-09-20 14:24:15
454,125,7254,time travel,2016-09-20 14:23:59
455,125,8957,brutal,2016-09-20 14:33:21
456,125,8957,clever,2016-09-20 14:33:39
457,125,8957,Disturbing,2016-09-20 14:33:35
458,125,8957,great ending,2016-09-20 14:33:07
459,125,8957,mindfuck,2016-09-20 14:33:02
460,125,8957,surprise ending,2016-09-20 14:32:53
461,125,8957,suspense,2016-09-20 14:33:14
462,125,9010,cruel characters,2016-09-20 14:25:29
463,125,42632,brutality,2016-09-20 14:24:52
464,125,58301,dark humor,2016-09-20 14:26:01
465,125,60950,threesome,2016-09-23 00:50:17
466,125,62434,Seth Rogen,2016-09-23 01:01:16
467,125,62434,Sexual Humor,2016-09-23 01:01:13
468,125,67695,Seth Rogen,2016-09-20 14:35:23
469,125,100083,embarassing scenes,2016-09-20 13:11:15
470,125,100083,offensive,2016-09-20 13:11:00
471,125,100083,R language,2016-09-20 13:10:35
472,125,100083,sarcasm,2016-09-20 13:10:15
473,125,100083,satire,2016-09-20 14:31:41
474,125,156371,80's,2016-09-21 14:55:00
475,125,158872,Crude humor,2016-09-20 14:33:55
476,125,158872,mindfuck,2016-09-20 14:34:47
477,125,158872,sarcasm,2016-09-20 14:34:13
478,125,158872,satire,2016-09-20 14:34:07
479,125,158872,Vulgar,2016-09-20 14:35:00
480,132,3556,sofia coppola,2006-11-10 08:40:16
481,132,6323,John Cusack,2006-10-25 18:14:01
482,132,6367,Ewan McGregor,2006-10-25 18:11:25
483,132,6367,Renee Zellweger,2006-10-25 18:12:31
484,138,59103,jackie chan,2008-09-29 08:19:54
485,138,59103,kung fu,2008-09-29 08:20:05
486,161,52287,Something for everyone in this one... saw it without and plan on seeing it with kids!,2007-04-13 21:14:21
487,166,293,assassin,2007-09-02 23:08:04
488,166,293,Jean Reno,2007-09-02 23:08:07
489,166,54286,assassin,2007-09-02 23:08:39
490,166,54286,assassin-in-training (scene),2007-09-02 23:08:37
491,166,54286,espionage,2007-09-02 23:08:35
492,166,54286,Robert Ludlum,2007-09-02 23:08:44
493,167,104,test tag,2006-08-04 19:14:32
494,177,115617,feel-good,2015-06-28 20:37:56
495,177,115617,fun family movie,2015-06-28 20:37:56
496,177,115617,very funny,2015-06-28 20:37:56
497,184,2579,black and white,2018-09-16 10:38:27
498,184,2579,Christopher Nolan,2018-09-16 10:38:46
499,184,2579,directorial debut,2018-09-16 10:38:43
500,184,2579,mindfuck,2018-09-16 10:39:35
501,184,2579,not linear,2018-09-16 10:38:38
502,184,2579,Twist Ending,2018-09-16 10:38:29
503,184,3793,action,2018-09-16 10:39:41
504,184,3793,comic book,2018-09-16 10:39:19
505,184,3793,hugh jackman,2018-09-16 10:39:30
506,184,3793,marvel,2018-09-16 10:39:26
507,184,3793,superhero,2018-09-16 10:39:14
508,184,4226,dark,2018-09-16 10:40:53
509,184,4226,Mindfuck,2018-09-16 10:41:04
510,184,4226,nonlinear,2018-09-16 10:40:45
511,184,4226,psychology,2018-09-16 10:40:48
512,184,4226,twist ending,2018-09-16 10:40:47
513,184,4896,alan rickman,2018-09-16 10:42:56
514,184,4896,harry potter,2018-09-16 10:42:24
515,184,4896,humorous,2018-09-16 10:42:30
516,184,4896,Magic,2018-09-16 10:42:10
517,184,5388,atmospheric,2018-09-16 10:44:40
518,184,5388,insomnia,2018-09-16 10:44:48
519,184,5388,thought-provoking,2018-09-16 10:44:45
520,184,6283,amazing artwork,2018-09-16 10:41:46
521,184,6283,anime,2018-09-16 10:41:27
522,184,6283,sci-fi,2018-09-16 10:41:43
523,184,27156,anime,2018-09-16 10:37:41
524,184,27156,end of the world,2018-09-16 10:37:49
525,184,27156,epic,2018-09-16 10:37:50
526,184,27156,mecha,2018-09-16 10:37:58
527,184,27156,psychology,2018-09-16 10:37:43
528,184,193565,anime,2018-09-16 11:49:42
529,184,193565,comedy,2018-09-16 11:49:47
530,184,193565,gintama,2018-09-16 11:50:03
531,184,193565,remaster,2018-09-16 11:49:52
532,193,260,classic sci-fi,2015-07-02 17:09:00
533,193,260,space action,2015-07-02 17:09:15
534,193,260,space epic,2015-07-02 17:09:10
535,193,4878,atmospheric,2015-07-02 17:12:30
536,193,4878,cult film,2015-07-02 17:12:11
537,193,4878,dreamlike,2015-07-02 17:12:19
538,193,4878,hallucinatory,2015-07-02 17:12:24
539,193,4878,psychological,2015-07-02 17:12:27
540,193,4878,surreal,2015-07-02 17:12:08
541,193,4878,time travel,2015-07-02 17:12:15
542,193,7147,dreamlike,2015-07-02 17:10:17
543,193,7147,sentimental,2015-07-02 17:10:38
544,193,7147,surreal,2015-07-02 17:10:20
545,193,7147,Tim Burton,2015-07-02 17:10:24
