uniqueId,movieId,languageId
404,292,15
405,292,2
406,293,1
407,293,3
408,293,2
409,294,1
410,295,1
411,296,1
412,296,5
413,296,2
414,298,7
415,298,1
416,299,8
417,299,1
418,300,1
419,301,1
420,301,28
421,302,2
422,302,3
423,303,1
424,303,5
425,304,1
426,305,1
427,305,2
428,305,3
429,305,6
430,305,5
431,306,2
432,307,2
433,307,22
434,307,38
435,308,38
436,308,2
437,308,1
438,310,1
439,311,1
440,312,1
441,313,1
442,314,1
443,314,39
444,315,1
445,316,1
446,316,40
447,316,32
448,316,41
449,316,29
450,317,1
451,317,5
452,318,1
453,319,1
454,320,1
455,321,5
456,321,1
457,321,2
458,322,1
459,324,1
460,325,1
461,326,7
462,327,1
463,328,1
464,329,1
465,329,42
466,330,1
467,331,1
468,332,1
469,333,1
470,334,1
471,334,8
472,335,1
473,336,1
474,337,1
475,338,1
476,339,1
477,340,1
478,341,1
479,341,10
480,342,1
481,343,1
482,343,43
483,344,1
484,345,1
485,345,44
486,346,1
487,346,4
488,346,2
489,346,6
490,347,1
491,347,2
492,348,1
493,349,1
494,349,5
495,350,1
496,351,1
497,351,3
498,351,28
499,352,1
500,352,3
501,352,5
502,353,1
503,354,1
504,355,1
505,356,1
506,357,1
507,357,45
508,358,1
509,359,1
510,360,1
511,361,1
512,361,5
513,362,1
514,363,4
515,363,1
516,364,1
517,364,35
518,364,46
519,364,47
520,365,1
521,366,1
522,367,1
523,367,32
524,368,1
525,369,1
526,370,1
527,371,1
528,372,1
529,373,1
530,374,1
531,374,8
532,376,1
533,376,16
534,377,1
535,378,1
536,378,5
537,379,1
538,380,1
539,380,2
540,380,29
541,380,4
542,381,1
543,381,34
544,382,1
545,382,5
546,383,1
547,383,5
548,384,1
549,385,1
550,386,1
551,387,1
552,388,1
553,389,2
554,390,1
555,391,1
556,393,1
557,393,28
558,393,48
559,405,1
560,406,1
561,407,1
562,408,1
563,409,1
564,410,1
565,412,1
566,412,3
567,412,2
568,413,1
569,414,1
570,415,1
571,416,1
572,416,5
573,417,1
574,417,5
575,418,1
576,418,20
577,419,1
578,420,1
579,420,2
580,421,1
581,422,1
582,423,1
583,423,39
584,424,1
585,425,1
586,425,2
587,426,1
588,427,1
589,428,1
590,428,3
591,429,1
592,430,1
593,431,1
594,431,5
595,431,2
596,432,1
597,433,1
598,434,1
599,435,1
600,436,1
601,437,1
602,438,1
603,440,1
604,440,5
605,441,1
606,442,1
607,444,1
608,444,4
609,445,1
610,445,19
611,446,7
612,448,1
613,449,1
614,450,1
615,451,1
616,452,1
617,452,20
618,453,1
619,454,1
620,455,1
621,456,1
622,456,5
623,457,1
624,457,38
625,457,5
626,458,1
627,458,49
628,459,1
629,460,1
630,461,1
631,464,1
632,464,2
633,466,1
634,467,1
635,468,1
636,468,50
637,469,1
638,469,5
639,469,2
640,470,1
641,471,1
642,472,1
643,473,1
644,474,1
645,475,1
646,476,1
647,477,1
648,478,1
649,479,1
650,480,1
651,480,5
652,481,1
653,482,1
654,482,2
655,484,1
656,485,1
657,486,1
658,487,1
659,488,1
660,488,51
661,488,2
662,488,3
663,489,1
664,489,28
665,490,1
666,490,2
667,491,1
668,492,1
669,493,1
670,494,1
671,494,29
672,495,28
673,496,1
674,497,1
675,499,1
676,500,1
677,501,1
678,502,1
679,504,1
680,505,1
681,506,1
682,506,2
683,507,1
684,507,5
685,508,1
686,509,1
687,509,45
688,509,37
689,510,1
690,511,1
691,511,4
692,512,1
693,513,1
694,514,1
695,515,1
696,515,2
697,515,4
698,516,1
699,517,1
700,517,28
701,518,1
702,519,1
703,519,28
704,520,1
705,521,1
706,522,1
707,522,34
708,522,4
709,522,28
710,523,1
711,524,1
712,524,5
713,526,2
714,526,5
715,527,1
716,527,14
717,527,4
718,527,38
719,527,8
720,528,1
721,529,1
722,531,1
723,532,1
724,533,1
725,534,1
726,535,1
727,536,1
728,537,1
729,538,1
730,538,3
731,539,1
732,540,1
733,541,1
734,541,4
735,541,10
736,541,28
737,541,12
738,541,29
739,541,15
740,542,1
741,543,1
742,543,6
743,544,1
744,546,1
745,547,1
746,548,1
747,549,1
748,549,2
749,550,1
750,551,1
751,552,1
752,553,1
753,553,8
754,553,5
755,555,1
756,555,3
757,556,1
758,556,16
759,556,52
760,558,1
761,562,1
762,563,2
763,564,1
764,567,5
765,568,1
766,568,53
767,569,1
768,573,54
769,573,3
770,574,1
771,575,1
772,577,1
773,579,3
774,580,1
775,581,1
776,583,3
777,583,1
778,583,7
779,585,1
780,586,1
781,586,2
782,587,1
783,588,1
784,589,1
785,589,5
786,590,1
787,590,30
788,590,55
789,592,1
790,592,2
791,592,5
792,593,1
793,593,8
794,594,1
795,595,1
796,595,2
797,596,1
798,597,1
799,599,1
800,599,5
801,599,4
802,600,1
803,602,1
804,605,1
805,605,5
806,606,1
807,608,1
808,609,1
809,610,1
810,611,1
811,612,1
812,613,1
813,613,2
814,615,3
815,615,4
816,615,1
817,615,2
818,615,56
819,615,5
820,616,1
821,617,5
822,617,2
823,618,1
824,619,1
825,626,1
826,627,1
827,628,1
828,628,5
829,631,1
830,632,1
831,632,5
832,632,57
833,633,1
834,634,1
835,635,1
836,636,1
837,637,1
838,638,1
839,639,1
840,640,1
841,640,5
842,645,2
843,647,1
844,647,29
845,648,1
846,648,2
847,648,58
848,649,1
849,649,59
850,649,28
851,649,4
852,650,1
853,653,1
854,656,1
855,656,6
856,661,1
857,662,1
858,663,1
859,665,60
860,665,4
861,665,2
862,665,1
863,665,6
864,667,1
865,668,61
866,670,61
867,671,1
868,673,1
869,674,1
870,674,2
871,678,1
872,679,1
873,680,2
874,680,1
875,680,5
876,685,1
877,688,1
878,688,34
879,691,1
880,692,1
881,692,5
882,694,1
883,694,5
884,695,1
885,697,1
886,698,1
887,700,1
888,703,1
889,703,5
890,704,1
891,706,1
892,707,1
893,708,1
894,709,1
895,710,1
896,711,1
897,714,1
898,714,62
899,715,2
900,715,3
901,718,2
902,718,4
903,718,1
904,719,1
905,722,1
906,724,1
907,724,2
908,725,1
909,726,1
910,728,1
911,731,1
912,733,1
913,735,3
914,736,1
915,737,1
916,737,2
917,737,4
918,741,28
919,742,1
920,743,1
921,743,2
922,743,5
923,745,1
924,747,1
925,747,2
926,748,1
927,748,5
928,750,1
929,750,6
930,757,7
931,757,10
932,759,1
933,760,4
934,760,6
935,761,1
936,762,1
937,764,1
938,765,1
939,765,5
940,766,1
941,773,63
942,773,29
943,773,2
944,775,2
945,775,3
946,775,1
947,778,1
948,779,1
949,780,1
950,781,1
951,781,2
952,781,4
953,781,5
954,781,3
955,782,1
956,782,5
957,783,1
958,783,8
959,784,1
960,784,2
961,785,1
962,786,1
963,786,6
964,788,1
965,790,22
966,790,2
967,790,1
968,791,1
969,791,38
970,791,19
971,791,6
972,795,1
973,798,1
974,799,1
975,800,1
976,800,5
977,801,1
978,802,1
979,802,5
980,802,52
981,803,1
982,804,1
983,805,1
984,806,1
985,808,1
986,809,1
987,809,5
988,810,1
989,813,1
990,818,1
991,823,3
992,823,2
993,823,1
994,824,4
995,828,1
996,829,1
997,829,5
998,830,1
999,830,3
1000,830,2
1001,832,1
1002,833,1
1003,835,1
1004,836,1
1005,836,51
1006,837,1
1007,838,1
1008,839,1
1009,840,1
1010,841,2
1011,842,1
1012,842,5
1013,848,1
1014,849,1
1015,849,5
1016,851,1
1017,851,5
1018,852,1
1019,858,1
1020,858,3
1021,858,8
1022,861,10
1023,861,1
1024,861,7
1025,861,23
1026,861,64
1027,866,1
1028,866,3
1029,867,1
1030,869,1
1031,870,1
1032,875,1
1033,876,10
1034,879,1
1035,879,5
1036,880,1
1037,880,24
1038,881,1
1039,882,1
1040,882,3
1041,882,4
1042,885,1
1043,885,2
1044,886,1
1045,888,1
1046,889,9
1047,891,1
1048,892,1
1049,893,1
1050,893,4
1051,893,19
1052,896,2
1053,897,1
1054,897,5
1055,898,1
1056,898,2
1057,899,1
1058,900,1
1059,900,2
1060,900,4
1061,901,1
1062,901,2
1063,902,1
1064,902,52
1065,902,2
1066,902,28
1067,903,1
1068,904,1
1069,905,1
1070,906,1
1071,906,3
1072,907,1
1073,907,2
1074,907,3
1075,908,1
1076,908,2
1077,909,1
1078,910,1
1079,910,2
1080,911,1
1081,911,2
1082,911,4
1083,911,3
1084,911,5
1085,912,1
1086,912,2
1087,912,4
1088,912,3
1089,912,6
1090,913,1
1091,914,1
1092,915,1
1093,915,2
1094,916,1
1095,916,3
1096,916,4
1097,917,1
1098,917,65
1099,918,1
1100,919,1
1101,920,1
1102,921,1
1103,922,1
1104,923,1
1105,923,3
1106,924,1
1107,924,6
1108,924,2
1109,926,1
1110,926,2
1111,927,1
1112,927,2
1113,928,1
1114,928,2
1115,929,1
1116,929,9
1117,929,4
1118,929,66
1119,930,1
1120,930,52
1121,930,2
1122,931,1
1123,932,1
1124,932,2
1125,932,3
1126,933,1
1127,933,2
1128,934,1
1129,935,1
1130,935,2
1131,935,4
1132,936,1
1133,936,6
1134,936,2
1135,937,1
1136,937,2
1137,938,1
1138,938,2
1139,940,1
1140,941,1
1141,941,5
1142,942,1
1143,943,1
1144,944,1
1145,944,7
1146,945,1
1147,945,3
1148,946,1
1149,946,4
1150,946,2
1151,947,1
1152,947,6
1153,948,1
1154,948,5
1155,949,1
1156,950,1
1157,951,1
1158,951,2
1159,952,1
1160,952,5
1161,952,2
1162,952,10
1163,953,1
1164,953,2
1165,954,1
1166,955,1
1167,956,1
1168,956,28
1169,959,1
1170,959,2
1171,961,1
1172,963,1
1173,965,1
1174,968,1
1175,969,1
1176,969,4
1177,969,35
1178,970,29
1179,970,1
1180,970,3
1181,971,1
1182,973,1
1183,976,1
1184,976,3
1185,976,8
1186,976,2
1187,979,1
1188,981,1
1189,981,47
1190,982,1
1191,984,1
1192,986,1
1193,987,1
1194,988,1
1195,990,1
1196,991,1
1197,993,1
1198,994,1
1199,994,3
1200,996,1
1201,996,5
1202,998,1
1203,999,1
1204,999,34
1205,1003,1
1206,1004,1
1207,1004,51
1208,1004,6
1209,1005,1
1210,1006,1
1211,1007,1
1212,1008,1
1213,1008,5
1214,1009,1
1215,1010,1
1216,1010,10
1217,1010,5
1218,1011,1
1219,1012,1
1220,1013,1
1221,1014,1
1222,1015,1
1223,1016,1
1224,1017,1
1225,1017,23
1226,1018,1
1227,1018,2
1228,1019,1
1229,1020,1
1230,1020,4
1231,1020,6
1232,1021,1
1233,1022,1
1234,1023,1
1235,1024,1
1236,1024,5
1237,1024,52
1238,1025,1
1239,1027,1
1240,1027,29
1241,1028,1
1242,1029,1
1243,1030,1
1244,1031,1
1245,1031,4
1246,1032,1
1247,1033,1
1248,1034,1
1249,1034,5
1250,1035,1
1251,1035,4
1252,1036,1
1253,1036,4
1254,1036,3
1255,1036,28
1256,1037,1
1257,1040,1
1258,1040,2
1259,1041,1
1260,1042,1
1261,1043,1
1262,1046,1
1263,1047,1
1264,1047,5
1265,1049,1
1266,1049,65
1267,1050,1
1268,1051,1
1269,1053,1
1270,1054,1
1271,1055,1
1272,1056,1
1273,1056,8
1274,1057,1
1275,1057,2
1276,1057,3
1277,1057,65
1278,1059,1
1279,1060,1
1280,1061,1
1281,1064,1
1282,1066,1
1283,1066,2
1284,1068,1
1285,1073,1
1286,1073,2
1287,1073,4
1288,1073,3
1289,1076,1
1290,1077,1
1291,1077,19
1292,1078,1
1293,1078,5
1294,1078,19
1295,1078,3
1296,1079,1
1297,1079,3
1298,1079,6
1299,1079,2
1300,1080,1
1301,1080,8
1302,1081,1
1303,1081,2
1304,1082,1
1305,1082,5
1306,1083,1
1307,1083,6
1308,1083,8
1309,1084,1
1310,1085,1
1311,1086,1
1312,1088,1
1313,1089,1
1314,1090,1
1315,1090,34
1316,1091,1
1317,1092,1
1318,1092,5
1319,1093,1
1320,1094,1
1321,1095,1
1322,1096,1
1323,1096,38
1324,1096,4
1325,1096,2
1326,1096,6
1327,1097,1
1328,1099,1
1329,1100,1
1330,1100,2
1331,1101,1
1332,1103,1
1333,1104,1
1334,1104,5
1335,1105,1
1336,1111,2
1337,1112,1
1338,1114,1
1339,1114,3
1340,1116,2
1341,1117,2
1342,1119,1
1343,1120,1
1344,1121,1
1345,1123,1
1346,1124,1
1347,1125,1
1348,1126,1
1349,1127,1
1350,1128,1
1351,1129,1
1352,1130,1
1353,1130,5
1354,1131,2
1355,1131,1
1356,1132,2
1357,1135,2
1358,1135,1
1359,1136,1
1360,1136,2
1361,1136,8
1362,1136,32
1363,1137,1
1364,1140,1
1365,1144,1
1366,1147,1
1367,1147,2
1368,1148,1
1369,1150,2
1370,1151,58
1371,1151,8
1372,1156,3
1373,1161,4
1374,1161,3
1375,1161,14
1376,1161,38
1377,1161,6
1378,1161,8
1379,1162,1
1380,1162,2
1381,1162,3
1382,1162,4
1383,1162,8
1384,1163,2
1385,1167,1
1386,1170,1
1387,1171,1
1388,1171,4
1389,1172,3
1390,1173,1
1391,1173,2
1392,1173,9
1393,1175,2
1394,1176,2
1395,1176,38
1396,1176,3
1397,1177,1
1398,1177,3
1399,1178,1
1400,1178,4
1401,1178,8
1402,1179,1
1403,1180,1
1404,1183,1
1405,1183,4
1406,1183,3
1407,1183,29
1408,1184,3
1409,1184,1
1410,1184,56
1411,1184,67
1412,1185,1
1413,1186,1
1414,1187,1
1415,1187,2
1416,1188,1
1417,1188,5
1418,1189,1
1419,1190,5
1420,1191,1
1421,1192,1
1422,1193,1
1423,1194,1
1424,1194,5
1425,1196,1
1426,1197,1
1427,1198,1
1428,1198,4
1429,1198,5
1430,1198,68
1431,1198,14
1432,1198,29
1433,1199,1
1434,1200,1
1435,1200,5
1436,1201,3
1437,1202,1
1438,1202,8
1439,1203,1
1440,1204,1
1441,1204,29
1442,1204,67
1443,1206,1
1444,1207,1
1445,1208,1
1446,1208,2
1447,1208,34
1448,1209,3
1449,1209,1
1450,1209,5
1451,1210,1
1452,1210,69
1453,1210,70
1454,1210,21
1455,1210,71
1456,1210,38
1457,1211,4
1458,1211,1
1459,1211,2
1460,1211,67
1461,1211,14
1462,1211,5
1463,1211,28
1464,1212,1
1465,1212,4
1466,1212,6
1467,1212,2
1468,1213,1
1469,1213,3
1470,1213,14
1471,1213,19
1472,1214,1
1473,1215,1
1474,1216,2
1475,1216,1
1476,1216,3
1477,1217,28
1478,1218,10
1479,1218,7
1480,1218,28
1481,1218,1
1482,1219,1
1483,1220,1
1484,1221,1
1485,1221,3
1486,1221,5
1487,1221,8
1488,1221,72
1489,1222,1
1490,1222,34
1491,1223,1
1492,1224,1
1493,1224,2
1494,1224,8
1495,1225,1
1496,1225,3
1497,1225,8
1498,1225,4
1499,1225,2
1500,1226,1
1501,1226,39
1502,1227,1
1503,1227,3
1504,1227,2
1505,1227,19
1506,1227,14
1507,1228,1
1508,1230,1
1509,1230,4
1510,1231,1
1511,1231,6
1512,1231,5
1513,1232,6
1514,1233,4
1515,1234,1
1516,1235,1
1517,1236,1
1518,1237,32
1519,1237,8
1520,1238,1
1521,1238,6
1522,1238,28
1523,1240,1
1524,1240,5
1525,1241,1
1526,1241,5
1527,1242,1
1528,1243,1
1529,1244,1
1530,1245,1
1531,1245,3
1532,1245,39
1533,1245,19
1534,1246,1
1535,1246,8
1536,1247,1
1537,1248,1
1538,1248,5
1539,1249,2
1540,1249,3
1541,1249,1
1542,1250,1
1543,1250,28
1544,1250,64
1545,1251,3
1546,1251,2
1547,1251,1
1548,1251,4
1549,1252,1
1550,1252,10
1551,1252,5
1552,1253,1
1553,1253,2
1554,1253,65
1555,1253,6
1556,1254,1
1557,1254,5
1558,1255,1
1559,1255,37
1560,1256,1
1561,1257,1
1562,1258,1
1563,1259,1
1564,1260,4
1565,1261,1
1566,1261,8
1567,1262,1
1568,1262,4
1569,1262,2
1570,1262,6
1571,1262,5
1572,1263,1
1573,1263,34
1574,1263,2
1575,1263,6
1576,1263,10
1577,1264,2
1578,1264,1
1579,1264,3
1580,1264,8
1581,1265,1
1582,1265,2
1583,1265,3
1584,1266,1
1585,1267,1
1586,1267,5
1587,1268,1
1588,1269,1
1589,1269,4
1590,1270,1
1591,1271,1
1592,1272,1
1593,1272,4
1594,1272,2
1595,1272,6
1596,1272,29
1597,1272,3
1598,1273,1
1599,1273,3
1600,1273,2
1601,1274,28
1602,1275,1
1603,1276,1
1604,1277,2
1605,1277,8
1606,1278,1
1607,1278,4
1608,1279,1
1609,1279,2
1610,1279,3
1611,1279,25
1612,1279,4
1613,1280,7
1614,1281,1
1615,1281,48
1616,1281,8
1617,1282,1
1618,1283,1
1619,1283,5
1620,1284,1
1621,1285,1
1622,1286,1
1623,1287,1
1624,1288,1
1625,1288,28
1626,1289,73
1627,1289,74
1628,1289,1
1629,1290,1
1630,1291,1
1631,1291,4
1632,1291,56
1633,1291,8
1634,1291,3
1635,1292,1
1636,1292,6
1637,1292,3
1638,1293,1
1639,1293,65
1640,1295,1
1641,1295,58
1642,1296,1
1643,1296,3
1644,1297,1
1645,1298,1
1646,1299,1
1647,1299,2
1648,1299,75
1649,1299,6
1650,1300,32
1651,1301,1
1652,1302,1
1653,1303,1
1654,1303,29
1655,1303,76
1656,1304,1
1657,1304,5
1658,1305,1
1659,1305,5
1660,1306,1
1661,1306,2
1662,1306,3
1663,1306,28
1664,1306,4
1665,1307,1
1666,1310,1
1667,1312,1
1668,1318,1
1669,1320,1
1670,1321,1
1671,1322,1
1672,1323,1
1673,1324,1
1674,1325,1
1675,1326,1
1676,1327,1
1677,1328,1
1678,1329,1
1679,1330,1
1680,1331,1
1681,1332,1
1682,1333,1
1683,1333,8
1684,1334,1
1685,1334,3
1686,1335,1
1687,1336,1
1688,1337,1
1689,1339,1
1690,1339,22
1691,1339,56
1692,1339,77
1693,1339,8
1694,1340,1
1695,1341,1
1696,1342,1
1697,1343,1
1698,1344,1
1699,1345,1
1700,1346,1
1701,1347,1
1702,1348,4
1703,1348,1
1704,1349,3
1705,1350,1
1706,1350,8
1707,1350,3
1708,1351,1
1709,1351,5
1710,1351,2
1711,1352,1
1712,1353,1
1713,1354,1
1714,1355,1
1715,1356,1
1716,1357,1
1717,1357,19
1718,1358,1
1719,1359,1
1720,1361,1
1721,1363,1
1722,1365,2
1723,1366,1
1724,1367,1
1725,1367,5
1726,1370,1
1727,1370,5
1728,1371,1
1729,1371,42
1730,1372,1
1731,1372,42
1732,1373,1
1733,1373,42
1734,1374,1
1735,1375,1
1736,1375,42
1737,1375,6
1738,1375,2
1739,1376,1
1740,1376,25
1741,1377,1
1742,1378,1
1743,1379,1
1744,1379,5
1745,1379,36
1746,1379,8
1747,1380,1
1748,1381,1
1749,1382,1
1750,1385,1
1751,1385,3
1752,1387,1
1753,1388,1
1754,1389,1
1755,1390,1
1756,1390,5
1757,1391,1
1758,1391,2
1759,1392,1
1760,1393,1
1761,1393,16
1762,1394,1
1763,1395,1
1764,1396,1
1765,1396,6
1766,1396,51
1767,1397,1
1768,1398,1
1769,1398,3
1770,1399,1
1771,1401,1
1772,1405,1
1773,1406,2
1774,1407,1
1775,1408,1
1776,1408,2
1777,1408,78
1778,1409,1
1779,1409,52
1780,1411,1
1781,1412,1
1782,1412,39
1783,1413,1
1784,1414,1
1785,1415,2
1786,1416,1
1787,1417,1
1788,1417,3
1789,1419,1
1790,1419,79
1791,1419,58
1792,1419,2
1793,1422,1
1794,1423,1
1795,1423,80
1796,1423,47
1797,1423,52
1798,1425,1
1799,1426,1
1800,1427,1
1801,1428,1
1802,1429,10
1803,1429,7
1804,1429,6
1805,1429,81
1806,1430,1
1807,1431,1
1808,1432,1
1809,1437,1
1810,1438,1
1811,1439,1
1812,1440,1
1813,1440,5
1814,1441,1
1815,1442,1
1816,1445,1
1817,1446,58
1818,1446,6
1819,1446,82
1820,1447,1
1821,1449,1
1822,1453,1
1823,1454,1
1824,1456,1
1825,1457,1
1826,1457,5
1827,1458,1
1828,1459,1
1829,1459,5
1830,1460,1
1831,1460,2
1832,1461,1
1833,1464,1
1834,1465,1
1835,1466,1
1836,1466,3
1837,1466,28
1838,1468,1
1839,1473,1
1840,1474,1
1841,1475,1
1842,1475,3
1843,1476,1
1844,1477,1
1845,1479,1
1846,1479,6
1847,1480,1
1848,1480,83
1849,1483,1
1850,1483,32
1851,1484,1
1852,1485,1
1853,1487,1
1854,1487,5
1855,1488,1
1856,1488,5
1857,1489,1
1858,1490,1
1859,1490,3
1860,1493,1
1861,1495,1
1862,1496,1
1863,1496,6
1864,1497,1
1865,1497,3
1866,1498,1
1867,1499,1
1868,1500,1
1869,1502,1
1870,1503,1
1871,1503,5
1872,1507,1
1873,1507,28
1874,1507,9
1875,1507,23
1876,1513,1
1877,1514,7
1878,1515,1
1879,1515,5
1880,1515,4
1881,1516,1
1882,1517,1
1883,1518,1
1884,1519,1
1885,1519,84
1886,1519,37
1887,1519,28
1888,1526,1
1889,1527,1
1890,1527,32
1891,1527,4
1892,1527,29
1893,1527,41
1894,1529,1
1895,1533,2
1896,1533,22
1897,1537,28
1898,1541,1
1899,1541,2
1900,1542,1
1901,1544,1
1902,1544,5
1903,1545,2
1904,1546,1
1905,1546,28
1906,1546,3
1907,1546,2
1908,1547,1
1909,1549,1
1910,1550,1
1911,1551,1
1912,1552,1
1913,1552,5
1914,1554,1
1915,1554,28
1916,1554,10
1917,1554,7
1918,1554,2
1919,1554,3
1920,1556,1
1921,1556,16
1922,1556,52
1923,1562,1
1924,1564,1
1925,1565,1
1926,1566,1
1927,1566,5
1928,1566,56
1929,1569,1
1930,1569,2
1931,1569,3
1932,1571,2
1933,1572,2
1934,1572,1
1935,1572,4
1936,1572,3
1937,1573,1
1938,1573,8
1939,1574,1
1940,1580,1
1941,1580,5
1942,1581,1
1943,1581,3
1944,1581,28
1945,1581,5
1946,1582,1
1947,1583,1
1948,1584,1
1949,1584,5
1950,1584,4
1951,1584,6
1952,1585,1
1953,1586,1
1954,1587,1
1955,1588,1
1956,1588,5
1957,1589,1
1958,1589,5
1959,1590,1
1960,1590,8
1961,1591,1
1962,1592,1
1963,1593,1
1964,1594,1
1965,1594,16
1966,1596,1
1967,1596,4
1968,1597,1
1969,1598,1
1970,1599,1
1971,1600,1
1972,1601,1
1973,1602,1
1974,1603,1
1975,1603,3
1976,1604,1
1977,1604,2
1978,1605,1
1979,1606,1
1980,1608,1
1981,1608,6
1982,1609,1
1983,1609,5
1984,1610,1
1985,1610,6
1986,1611,1
1987,1611,3
1988,1611,4
1989,1612,1
1990,1613,1
1991,1613,5
1992,1614,1
1993,1615,1
1994,1616,1
1995,1616,6
1996,1616,60
1997,1616,85
1998,1616,86
1999,1616,38
2000,1616,4
2001,1617,1
2002,1619,1
2003,1619,4
2004,1619,7
2005,1619,87
2006,1619,65
2007,1620,1
2008,1620,7
2009,1621,1
2010,1623,1
2011,1624,1
2012,1625,1
2013,1625,10
2014,1625,4
2015,1625,5
2016,1625,64
2017,1626,1
2018,1627,1
2019,1629,1
2020,1631,1
2021,1631,2
